group,prop_budget,method,ess_multiplier,ess_multiplier_serr,ess_multiplier_vs_classical,ess_multiplier_vs_classical_serr,coverage,coverage_serr,mean_width,mean_width_serr
all,0.07,bernoulli-active,1.0296938478400186,0.003998663371229794,3.2616149529169065,0.011555140975668633,0.957,0.006418114379799739,0.03209143263101573,5.0342079790087704e-05
all,0.07,bernoulli-uniform,0.8538233341030367,0.0024214423527210544,2.707208857435309,0.007478451931854348,0.967,0.005651808820452346,0.03515640236437316,3.5571041056650276e-05
all,0.07,classical,0.31645153159346756,0.0008476636530666607,1.0,0.0,0.966,0.0057338361396953854,0.057726164832711174,4.8109628628329536e-05
all,0.07,cross-ppi,0.8492850538079352,0.0023881419742745593,2.69091388219502,0.0066061300423655486,0.97,0.0053971408290991564,0.035245275954636,3.180225105065408e-05
all,0.07,wor-active,1.2675134131596821,0.00507820180089942,4.017419187570273,0.01564134618766655,0.948,0.00702462421381709,0.02894164270162578,5.0221893628433505e-05
all,0.07,wor-uniform,1.0,0.0,3.1827757236172194,0.008561940289828802,0.954,0.006627814717380679,0.03242136591672892,3.356797848677926e-05
all,0.08,bernoulli-active,1.0090385987569954,0.0035100478167483483,3.2189349955707325,0.01069448252939927,0.969,0.005483527064679181,0.030153381377458523,4.311459960182613e-05
all,0.08,bernoulli-uniform,0.8372820086649866,0.0021681157362942564,2.671089067059275,0.006356111175340406,0.963,0.005972157622389639,0.03303718650341029,2.9595747494125947e-05
all,0.08,classical,0.31423521971180013,0.0007651527713123534,1.0,0.0,0.971,0.005309160685756948,0.05391227100789542,4.166914319169225e-05
all,0.08,cross-ppi,0.8269012851714544,0.002081589252124082,2.638034147834808,0.0061189868375199985,0.96,0.006199874066337029,0.033239283586282684,2.78175140607647e-05
all,0.08,wor-active,1.2632388391748974,0.004762520295019348,4.030382486837498,0.014772248405875639,0.927,0.008230354715243976,0.02697205150127406,4.4222436536734215e-05
all,0.08,wor-uniform,1.0,0.0,3.201168853641563,0.007789058472692566,0.933,0.007910345983177575,0.030181075036525676,2.827365501763113e-05
all,0.09,bernoulli-active,0.9923681977120152,0.0031047026450920353,3.1718765033846372,0.009419685321551331,0.978,0.0046408552592746895,0.028571666643023443,3.655689835792259e-05
all,0.09,bernoulli-uniform,0.8244023144088259,0.0020008649153363854,2.6350237823588514,0.00589554207285375,0.972,0.005219506034410081,0.03130313721299167,2.6050332941739296e-05
all,0.09,classical,0.31349671067546,0.0006980952060114397,1.0,0.0,0.963,0.005972157622389639,0.05074679636955257,3.765339924419612e-05
all,0.09,cross-ppi,0.8103267587717847,0.00198121521438707,2.589776695646234,0.005720750977337518,0.964,0.005893957816165529,0.031573299128166955,2.4974810172474344e-05
all,0.09,wor-active,1.2676291969844202,0.004588270716592067,4.052136042248271,0.01428795791813266,0.947,0.007088105617246489,0.02531015320122237,3.9043176377215254e-05
all,0.09,wor-uniform,1.0,0.0,3.2056533965174863,0.00714938180512725,0.934,0.007855297938697534,0.028381342485547016,2.4697728648177074e-05
all,0.1,bernoulli-active,0.9663266445916308,0.0028921367642021755,3.1249356873376652,0.008878949216494776,0.965,0.005814534272734904,0.027289317429065655,3.332952306151435e-05
all,0.1,bernoulli-uniform,0.8055577328042908,0.0019002437250934122,2.604468520304486,0.0053240759481650215,0.979,0.004536472151306517,0.029849485874175977,2.261504873832428e-05
all,0.1,classical,0.30987321299435605,0.0006986467861189076,1.0,0.0,0.956,0.0064889217984273875,0.04812061893939968,3.459165440511503e-05
all,0.1,cross-ppi,0.7888801798854145,0.0018081779766911425,2.55102286385623,0.00528181439277097,0.97,0.0053971408290991564,0.030160725100951004,2.2143989589779094e-05
all,0.1,wor-active,1.2697175186681313,0.004249697315672718,4.105452682629845,0.012968686481971978,0.938,0.0076298239962802675,0.023825820043683006,3.356706849816602e-05
all,0.1,wor-uniform,1.0,0.0,3.243477344431053,0.0072923787468279315,0.946,0.007150883521295473,0.026756622076034495,2.3648488652120027e-05
all,0.11,bernoulli-active,0.9442183673357057,0.002585896725522637,3.089463972658048,0.007992812970345634,0.979,0.004536472151306517,0.02617276923358436,2.9652605532573492e-05
all,0.11,bernoulli-uniform,0.7870903573041925,0.0017392909142397084,2.5750050130778166,0.005021534581641804,0.977,0.004742730594656784,0.028637079492211292,2.078347036900156e-05
