group,prop_budget,method,ess_multiplier,ess_multiplier_serr,ess_multiplier_vs_classical,ess_multiplier_vs_classical_serr,coverage,coverage_serr,mean_width,mean_width_serr
phosphorylated,0.13,bernoulli-active,0.7792964694657856,0.00499790578813309,3.6362346558407768,0.020332380579228357,0.983,0.004089954489689063,0.03448356606066222,8.612620637274454e-05
phosphorylated,0.13,bernoulli-uniform,0.6760663747451751,0.0029846979954386596,3.155540148942241,0.010420688769232606,0.972,0.005219506034410081,0.036751206278800914,4.7986507475635466e-05
phosphorylated,0.13,classical,0.21504313508323677,0.0008612750600010497,1.0,0.0,0.958,0.006346359293033785,0.06508851651847358,6.894164991413927e-05
phosphorylated,0.13,wor-active,1.287148623601519,0.010355334249070812,6.0113997934788905,0.04579979819057785,0.942,0.0073953154557929906,0.0270512508898973,9.30814516689036e-05
phosphorylated,0.13,wor-uniform,1.0,0.0,4.726071816307099,0.019286178957285995,0.943,0.007335175853706905,0.030090763568878128,5.220472491220439e-05
phosphorylated,0.14,bernoulli-active,0.75056642319038,0.004187409290904576,3.544548067389633,0.017510826106274077,0.991,0.0029879638431426726,0.03354486298561092,7.436772823509716e-05
phosphorylated,0.14,bernoulli-uniform,0.6552639766698822,0.0026096353069742706,3.095650051578363,0.009795375923218351,0.985,0.003845749574502973,0.035706645354628516,4.2648356599568324e-05
phosphorylated,0.14,classical,0.21256815104337284,0.0008046826454368922,1.0,0.0,0.971,0.005309160685756948,0.06265696738660331,6.503987611648323e-05
phosphorylated,0.14,wor-active,1.2899757385985053,0.010050288631773088,6.0909643812380025,0.04483763728963799,0.96,0.006199874066337029,0.02584494164586062,8.61613308680769e-05
phosphorylated,0.14,wor-uniform,1.0,0.0,4.770954832171777,0.017892954946657363,0.951,0.00682976175614096,0.028807705253362605,4.601752590916594e-05
phosphorylated,0.15,bernoulli-active,0.732013269109209,0.0040099329833414455,3.4962580351706953,0.016814406615245737,0.985,0.0038457495745029724,0.03258684533834452,7.039539270865747e-05
phosphorylated,0.15,bernoulli-uniform,0.6330007373917336,0.0024506381655720706,3.0253926885686337,0.009415926525633425,0.988,0.0034449771940998205,0.03485812571644779,3.928085205531784e-05
phosphorylated,0.15,classical,0.21022860233948304,0.0008024517962187531,1.0,0.0,0.952,0.006763264133666652,0.060479380056261973,6.226875009403507e-05
phosphorylated,0.15,wor-active,1.2946249549517814,0.009947590095762652,6.191363781101054,0.04667959062208081,0.933,0.007910345983177573,0.024747814252972553,8.218986561012943e-05
phosphorylated,0.15,wor-uniform,1.0,0.0,4.828587343198624,0.019114442559892763,0.953,0.006695956678163012,0.02764729106426234,4.3347590931186854e-05
phosphorylated,0.16,bernoulli-active,0.7036191390335157,0.003641328728275455,3.391440832375173,0.015072775086073156,0.988,0.0034449771940998205,0.03208020800352092,6.398704137348005e-05
phosphorylated,0.16,bernoulli-uniform,0.6217019130614336,0.002325308304466351,2.998227511803067,0.008505603685708293,0.989,0.003299983316607812,0.033972374141216226,3.663534373131869e-05
phosphorylated,0.16,classical,0.20799138793088956,0.0007207576092564126,1.0,0.0,0.967,0.005651808820452346,0.05869846029579635,5.429920885587224e-05
phosphorylated,0.16,wor-active,1.2988707821878458,0.009400173064724477,6.262407121067199,0.042804861418006795,0.941,0.007454835650406692,0.023822320327162694,7.510418451595502e-05
phosphorylated,0.16,wor-uniform,1.0,0.0,4.866229620450198,0.017077557170610935,0.946,0.007150883521295473,0.026708989903330756,4.041529291852494e-05
phosphorylated,0.17,bernoulli-active,0.6895528636764531,0.0033565095746086486,3.3461519327440783,0.014303831639656065,0.99,0.0031480009386767836,0.03122943826019759,6.025000680594052e-05
phosphorylated,0.17,bernoulli-uniform,0.6023255191244797,0.002087541231314408,2.9235717273591284,0.007845064270872821,0.988,0.0034449771940998205,0.03327379946410652,3.425745289186907e-05
phosphorylated,0.17,classical,0.20665327159761301,0.0006800263391045393,1.0,0.0,0.976,0.004842256441727084,0.05678238318860526,4.8639191462809155e-05
phosphorylated,0.17,wor-active,1.3005823143373532,0.009193503659101954,6.310138471523393,0.041644448545785626,0.945,0.0072129762946392005,0.022934962630271862,6.948052129782231e-05
phosphorylated,0.17,wor-uniform,1.0,0.0,4.892330109421534,0.01640719368340842,0.949,0.006960420062571471,0.025758399963378857,3.597019822224933e-05
phosphorylated,0.18,bernoulli-active,0.6688814079614356,0.0031334106571391704,3.276690906153556,0.013526132431607054,0.986,0.003717232548256541,0.03067550061643119,5.6661639698677207e-05
phosphorylated,0.18,bernoulli-uniform,0.5908199042267479,0.0019946685981674607,2.8944722751263856,0.007466291587058696,0.99,0.0031480009386767836,0.03251396709680552,3.1410113649171494e-05
phosphorylated,0.18,classical,0.20473981132824703,0.0006763587431633034,1.0,0.0,0.973,0.005128089049275304,0.055219430118799165,4.775803553886569e-05
phosphorylated,0.18,wor-active,1.3007049562239794,0.00866726991514162,6.370767828204851,0.03962078572400759,0.952,0.006763264133666652,0.022161148414015723,6.364861245223113e-05
phosphorylated,0.18,wor-uniform,1.0,0.0,4.937545025996453,0.016334754001107323,0.945,0.0072129762946392005,0.024932645842432925,3.439015065962661e-05
phosphorylated,0.19,bernoulli-active,0.6480517646766631,0.002765860348076749,3.184454713644185,0.011992832016447838,0.994,0.002443352199329841,0.030151704728603314,5.0592655142419575e-05
phosphorylated,0.19,bernoulli-uniform,0.573346940700321,0.0017630403203339183,2.817939939772599,0.00685051234991409,0.992,0.0028185003005044974,0.03195537118613715,2.8548114093399755e-05
phosphorylated,0.19,classical,0.20409225080147858,0.0006352494528772915,1.0,0.0,0.965,0.005814534272734904,0.05356215524673457,4.627822538395454e-05
phosphorylated,0.19,wor-active,1.305852921664626,0.008832810158614464,6.416948993077837,0.041273659294903856,0.94,0.007513751157474971,0.021436389669775912,6.272032864418776e-05
phosphorylated,0.19,wor-uniform,1.0,0.0,4.948343400189961,0.015816237522886516,0.951,0.006829761756140959,0.024149558559060046,3.1083044684612185e-05
phosphorylated,0.2,bernoulli-active,0.6264103937850113,0.0026959031157156753,3.128114513384944,0.01168848105746479,0.996,0.0019969947390987264,0.02967426332831378,4.940361664846005e-05
phosphorylated,0.2,bernoulli-uniform,0.5554339857469301,0.0017184131667170547,2.774819193232667,0.006669191383338772,0.989,0.003299983316607812,0.03141115166246886,2.713875159991605e-05
phosphorylated,0.2,classical,0.20074510304626175,0.0006196892688242993,1.0,0.0,0.968,0.005568393575081328,0.05224743732810016,4.356200219767431e-05
phosphorylated,0.2,wor-active,1.3015467530329339,0.008389134467096392,6.505026269875282,0.040278279090046894,0.936,0.007743640226919377,0.020753096982836675,5.947953141438183e-05
phosphorylated,0.2,wor-uniform,1.0,0.0,5.029135519961454,0.015617717735372235,0.941,0.007454835650406692,0.02336546501517291,3.04977158918685e-05
