dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,,1.0,0.025,0,0.0907057374715805,0.9430379746835442,3.0763979263318384
bbh+gpqa+ifeval+math+musr,,1.0,0.025,1,0.090590976178646,0.939873417721519,3.0923222420455514
bbh+gpqa+ifeval+math+musr,,1.0,0.025,2,0.0902173444628715,0.9493670886075948,3.105422418715072
bbh+gpqa+ifeval+math+musr,,1.0,0.025,3,0.0905406773090362,0.9462025316455696,3.0927122776316116
bbh+gpqa+ifeval+math+musr,,1.0,0.025,4,0.0904759392142295,0.9367088607594936,3.0987294271167496
bbh+gpqa+ifeval+math+musr,,1.0,0.025,5,0.0902839452028274,0.9416817359855334,3.1013964641242295
bbh+gpqa+ifeval+math+musr,,1.0,0.025,6,0.0906555876135826,0.948010849909584,3.083986642601347
bbh+gpqa+ifeval+math+musr,,1.0,0.025,7,0.0904756039381027,0.9493670886075948,3.098587139454766
bbh+gpqa+ifeval+math+musr,,1.0,0.025,8,0.0903649255633354,0.940777576853526,3.09509645591245
bbh+gpqa+ifeval+math+musr,,1.0,0.025,9,0.0902855321764946,0.9443942133815552,3.0956432248431636
bbh+gpqa+ifeval+math+musr,,1.0,0.025,10,0.0907482579350471,0.9430379746835442,3.082065088754337
bbh+gpqa+ifeval+math+musr,,1.0,0.025,11,0.090427741408348,0.9511754068716094,3.0984746059766586
bbh+gpqa+ifeval+math+musr,,1.0,0.025,12,0.0907572954893112,0.945750452079566,3.075116139538981
bbh+gpqa+ifeval+math+musr,,1.0,0.025,13,0.0904505178332328,0.9403254972875226,3.092892761604329
bbh+gpqa+ifeval+math+musr,,1.0,0.025,14,0.0908363908529281,0.9489150090415912,3.0667374283859967
bbh+gpqa+ifeval+math+musr,,1.0,0.025,15,0.0904070064425468,0.9511754068716094,3.0852746768072357
bbh+gpqa+ifeval+math+musr,,1.0,0.025,16,0.0905607342720031,0.9484629294755876,3.081343022255141
bbh+gpqa+ifeval+math+musr,,1.0,0.025,17,0.0906126275658607,0.9462025316455696,3.080612098689761
bbh+gpqa+ifeval+math+musr,,1.0,0.025,18,0.0902717858552932,0.938517179023508,3.106439874999112
bbh+gpqa+ifeval+math+musr,,1.0,0.025,19,0.0907687693834304,0.9430379746835442,3.0573109988286666
bbh+gpqa+ifeval+math+musr,,1.0,0.025,20,0.0906688272953033,0.9421338155515372,3.087130272023534
bbh+gpqa+ifeval+math+musr,,1.0,0.025,21,0.0901741981506347,0.9416817359855334,3.1124266362030983
bbh+gpqa+ifeval+math+musr,,1.0,0.025,22,0.0905166864395141,0.9416817359855334,3.088169454125379
bbh+gpqa+ifeval+math+musr,,1.0,0.025,23,0.0904263108968734,0.948010849909584,3.1004311214805083
bbh+gpqa+ifeval+math+musr,,1.0,0.025,24,0.0904790014028549,0.945750452079566,3.1071374601833606
bbh+gpqa+ifeval+math+musr,,1.0,0.025,25,0.0903646722435951,0.9394213381555152,3.0948248680839097
bbh+gpqa+ifeval+math+musr,,1.0,0.025,26,0.0908209457993507,0.9330922242314648,3.068039220068485
bbh+gpqa+ifeval+math+musr,,1.0,0.025,27,0.0906650424003601,0.9353526220614828,3.078333731999845
bbh+gpqa+ifeval+math+musr,,1.0,0.025,28,0.0905748084187507,0.945750452079566,3.0880749609043243
bbh+gpqa+ifeval+math+musr,,1.0,0.025,29,0.0907174125313758,0.9471066907775768,3.0801316121257685
bbh+gpqa+ifeval+math+musr,,1.0,0.025,30,0.0903555229306221,0.9475587703435804,3.108182136329072
bbh+gpqa+ifeval+math+musr,,1.0,0.025,31,0.0909138992428779,0.9448462929475588,3.065507384592207
bbh+gpqa+ifeval+math+musr,,1.0,0.025,32,0.0907572135329246,0.9452983725135624,3.084327003772163
bbh+gpqa+ifeval+math+musr,,1.0,0.025,33,0.0900651961565017,0.9452983725135624,3.1318076639925927
bbh+gpqa+ifeval+math+musr,,1.0,0.025,34,0.0901865363121032,0.950271247739602,3.1232704104277755
bbh+gpqa+ifeval+math+musr,,1.0,0.025,35,0.0902797728776931,0.9443942133815552,3.116956079039432
bbh+gpqa+ifeval+math+musr,,1.0,0.025,36,0.0900267213582992,0.945750452079566,3.120092743185809
bbh+gpqa+ifeval+math+musr,,1.0,0.025,37,0.0904430225491523,0.9507233273056056,3.1126154687079257
bbh+gpqa+ifeval+math+musr,,1.0,0.025,38,0.0908247604966163,0.9430379746835442,3.070501695033174
bbh+gpqa+ifeval+math+musr,,1.0,0.025,39,0.0901770740747451,0.940777576853526,3.1115687464189734
bbh+gpqa+ifeval+math+musr,,1.0,0.025,40,0.0912237390875816,0.9443942133815552,3.038863238738702
bbh+gpqa+ifeval+math+musr,,1.0,0.025,41,0.0906764343380928,0.9475587703435804,3.0789177180316583
bbh+gpqa+ifeval+math+musr,,1.0,0.025,42,0.0905040875077247,0.9484629294755876,3.0984916282296755
bbh+gpqa+ifeval+math+musr,,1.0,0.025,43,0.0906683504581451,0.938517179023508,3.081425923070541
bbh+gpqa+ifeval+math+musr,,1.0,0.025,44,0.090370275080204,0.9462025316455696,3.1079883146803735
bbh+gpqa+ifeval+math+musr,,1.0,0.025,45,0.0903945416212081,0.9416817359855334,3.107174668806784
bbh+gpqa+ifeval+math+musr,,1.0,0.025,46,0.0907178074121475,0.945750452079566,3.0763761960130656
bbh+gpqa+ifeval+math+musr,,1.0,0.025,47,0.0905468389391899,0.940777576853526,3.091407059685879
bbh+gpqa+ifeval+math+musr,,1.0,0.025,48,0.0907340422272682,0.9425858951175408,3.0744719315618942
bbh+gpqa+ifeval+math+musr,,1.0,0.025,49,0.0903220847249031,0.9421338155515372,3.1065030602592585
bbh+gpqa+ifeval+math+musr,,1.0,0.025,50,0.0904445946216583,0.9421338155515372,3.0934659485540186
bbh+gpqa+ifeval+math+musr,,1.0,0.025,51,0.0906350314617157,0.9353526220614828,3.084118635706543
bbh+gpqa+ifeval+math+musr,,1.0,0.025,52,0.0903080552816391,0.9466546112115732,3.0944133417901116
bbh+gpqa+ifeval+math+musr,,1.0,0.025,53,0.0907323062419891,0.939873417721519,3.078328606038376
bbh+gpqa+ifeval+math+musr,,1.0,0.025,54,0.0905557572841644,0.9412296564195298,3.0830187572292598
bbh+gpqa+ifeval+math+musr,,1.0,0.025,55,0.0906799361109733,0.9412296564195298,3.0842414554887716
bbh+gpqa+ifeval+math+musr,,1.0,0.025,56,0.0907522588968277,0.9412296564195298,3.073055863852445
