dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage,ess_multiplier
bbh+gpqa+ifeval+math+musr,,1.0,0.025,97,0.0912972167134285,0.951627486437613,3.035927731033927
bbh+gpqa+ifeval+math+musr,,1.0,0.025,98,0.0911441892385482,0.9443942133815552,3.0484789379725634
bbh+gpqa+ifeval+math+musr,,1.0,0.025,99,0.0911133512854576,0.9376130198915008,3.043086930115425
bbh+gpqa+ifeval+math+musr,,1.0,0.05,0,0.0578943081200122,0.9511754068716094,3.689168127089653
bbh+gpqa+ifeval+math+musr,,1.0,0.05,1,0.0576725043356418,0.9579566003616636,3.7208873665954645
bbh+gpqa+ifeval+math+musr,,1.0,0.05,2,0.0577605292201042,0.9475587703435804,3.6992896757848297
bbh+gpqa+ifeval+math+musr,,1.0,0.05,3,0.0578080900013446,0.948010849909584,3.7023414812165147
bbh+gpqa+ifeval+math+musr,,1.0,0.05,4,0.0580139234662056,0.9493670886075948,3.6756242999302926
bbh+gpqa+ifeval+math+musr,,1.0,0.05,5,0.0581038631498813,0.9471066907775768,3.6566566053303813
bbh+gpqa+ifeval+math+musr,,1.0,0.05,6,0.0579193979501724,0.9493670886075948,3.677664349250486
bbh+gpqa+ifeval+math+musr,,1.0,0.05,7,0.0577097423374652,0.9534358047016276,3.715002484032836
bbh+gpqa+ifeval+math+musr,,1.0,0.05,8,0.0577360652387142,0.9466546112115732,3.705243578436755
bbh+gpqa+ifeval+math+musr,,1.0,0.05,9,0.0580003075301647,0.9448462929475588,3.6625446469463494
bbh+gpqa+ifeval+math+musr,,1.0,0.05,10,0.0577056854963302,0.943490054249548,3.713013127168668
bbh+gpqa+ifeval+math+musr,,1.0,0.05,11,0.0580086596310138,0.9489150090415912,3.672097721808855
bbh+gpqa+ifeval+math+musr,,1.0,0.05,12,0.0580795258283615,0.9566003616636528,3.6644474318536755
bbh+gpqa+ifeval+math+musr,,1.0,0.05,13,0.0579029060900211,0.9579566003616636,3.6898436028420516
bbh+gpqa+ifeval+math+musr,,1.0,0.05,14,0.0577642805874347,0.953887884267631,3.694287412774129
bbh+gpqa+ifeval+math+musr,,1.0,0.05,15,0.0580407455563545,0.9471066907775768,3.664839531798536
bbh+gpqa+ifeval+math+musr,,1.0,0.05,16,0.0578517504036426,0.9412296564195298,3.6890380919511125
bbh+gpqa+ifeval+math+musr,,1.0,0.05,17,0.0579307116568088,0.9448462929475588,3.6786958477168903
bbh+gpqa+ifeval+math+musr,,1.0,0.05,18,0.0580026879906654,0.9430379746835442,3.6673062078796623
bbh+gpqa+ifeval+math+musr,,1.0,0.05,19,0.0579733438789844,0.951627486437613,3.6708443564796482
bbh+gpqa+ifeval+math+musr,,1.0,0.05,20,0.0577301979064941,0.9471066907775768,3.711413476216276
bbh+gpqa+ifeval+math+musr,,1.0,0.05,21,0.0578185282647609,0.9493670886075948,3.6986639662857232
bbh+gpqa+ifeval+math+musr,,1.0,0.05,22,0.0580566301941871,0.950271247739602,3.665648616820784
bbh+gpqa+ifeval+math+musr,,1.0,0.05,23,0.0577779598534107,0.9498191681735986,3.6997600927713483
bbh+gpqa+ifeval+math+musr,,1.0,0.05,24,0.0581006333231925,0.9489150090415912,3.6686054752232473
bbh+gpqa+ifeval+math+musr,,1.0,0.05,25,0.0578095652163028,0.9556962025316456,3.692505929440873
bbh+gpqa+ifeval+math+musr,,1.0,0.05,26,0.0578844100236892,0.9412296564195298,3.684609061052271
bbh+gpqa+ifeval+math+musr,,1.0,0.05,27,0.0579827018082141,0.9416817359855334,3.6680563008055938
bbh+gpqa+ifeval+math+musr,,1.0,0.05,28,0.0577946566045284,0.9484629294755876,3.6989768100476703
bbh+gpqa+ifeval+math+musr,,1.0,0.05,29,0.0577240586280822,0.9466546112115732,3.7036521579752266
bbh+gpqa+ifeval+math+musr,,1.0,0.05,30,0.0579246766865253,0.9462025316455696,3.6896247660954695
bbh+gpqa+ifeval+math+musr,,1.0,0.05,31,0.0577514134347438,0.9475587703435804,3.698455606369013
bbh+gpqa+ifeval+math+musr,,1.0,0.05,32,0.0580617412924766,0.948010849909584,3.667509948749467
bbh+gpqa+ifeval+math+musr,,1.0,0.05,33,0.0579202622175216,0.9448462929475588,3.680246399794847
bbh+gpqa+ifeval+math+musr,,1.0,0.05,34,0.0578263513743877,0.950271247739602,3.701255652010959
bbh+gpqa+ifeval+math+musr,,1.0,0.05,35,0.0578950904309749,0.9376130198915008,3.690118012535838
bbh+gpqa+ifeval+math+musr,,1.0,0.05,36,0.0578058585524559,0.9412296564195298,3.693156343086631
bbh+gpqa+ifeval+math+musr,,1.0,0.05,37,0.0578451119363307,0.9443942133815552,3.6965206098001557
bbh+gpqa+ifeval+math+musr,,1.0,0.05,38,0.0578286796808242,0.9471066907775768,3.6903702384044976
bbh+gpqa+ifeval+math+musr,,1.0,0.05,39,0.057968933135271,0.9471066907775768,3.666803624943188
bbh+gpqa+ifeval+math+musr,,1.0,0.05,40,0.0578780509531497,0.9403254972875226,3.6822641245541448
