prop_budget,method,seed,width,coverage
0.0100,wor-active,333,0.025364041328430176,0.0
0.0100,wor-active,334,0.0714254379272461,0.0
0.0100,wor-active,335,0.03493332862854004,0.0
0.0100,wor-active,336,0.041315555572509766,0.0
0.0100,wor-active,337,0.034317612648010254,0.0
0.0100,wor-active,338,0.03240776062011719,0.0
0.0100,wor-active,339,0.030346393585205078,0.0
0.0100,wor-active,340,0.0368800163269043,0.0
0.0100,wor-active,341,0.027001619338989258,1.0
0.0100,wor-active,342,0.03183484077453613,0.0
0.0100,wor-active,343,0.021421432495117188,0.0
0.0100,wor-active,344,0.0178680419921875,0.0
0.0100,wor-active,345,0.02244114875793457,0.0
0.0100,wor-active,346,0.034647583961486816,0.0
0.0100,wor-active,347,0.04201388359069824,0.0
0.0100,wor-active,348,0.016227245330810547,0.0
0.0100,wor-active,349,0.01951289176940918,0.0
0.0100,wor-active,350,0.020023107528686523,0.0
0.0100,wor-active,351,0.05075860023498535,0.0
0.0100,wor-active,352,0.04726839065551758,0.0
0.0100,wor-active,353,0.032593727111816406,0.0
0.0100,wor-active,354,0.051726341247558594,0.0
0.0100,wor-active,355,0.03158879280090332,0.0
0.0100,wor-active,356,0.027042150497436523,0.0
0.0100,wor-active,357,0.02733588218688965,0.0
0.0100,wor-active,358,0.02180635929107666,0.0
0.0100,wor-active,359,0.023522615432739258,0.0
0.0100,wor-active,360,0.02914297580718994,0.0
0.0100,wor-active,361,0.03146791458129883,0.0
0.0100,wor-active,362,0.018074512481689453,0.0
0.0100,wor-active,363,0.03845572471618652,0.0
0.0100,wor-active,364,0.04275774955749512,0.0
0.0100,wor-active,365,0.02254199981689453,0.0
0.0100,wor-active,366,0.026287078857421875,0.0
0.0100,wor-active,367,0.013772249221801758,0.0
0.0100,wor-active,368,0.016794443130493164,0.0
0.0100,wor-active,369,0.05135345458984375,0.0
0.0100,wor-active,370,0.014643430709838867,0.0
0.0100,wor-active,371,0.046985626220703125,0.0
0.0100,wor-active,372,0.015578269958496094,0.0
0.0100,wor-active,373,0.025603532791137695,0.0
0.0100,wor-active,374,0.022523164749145508,0.0
0.0100,wor-active,375,0.023374080657958984,0.0
0.0100,wor-active,376,0.028563380241394043,0.0
0.0100,wor-active,377,0.021595478057861328,0.0
0.0100,wor-active,378,0.027320504188537598,0.0
0.0100,wor-active,379,0.02575206756591797,0.0
0.0100,wor-active,380,0.022748947143554688,0.0
0.0100,wor-active,381,0.017009258270263672,0.0
0.0100,wor-active,382,0.035912394523620605,0.0
0.0100,wor-active,383,0.023630619049072266,0.0
0.0100,wor-active,384,0.03275465965270996,0.0
0.0100,wor-active,385,0.050051212310791016,0.0
0.0100,wor-active,386,0.03818392753601074,0.0
0.0100,wor-active,387,0.01560676097869873,0.0
0.0100,wor-active,388,0.018331527709960938,0.0
0.0100,wor-active,389,0.021077394485473633,0.0
0.0100,wor-active,390,0.02757084369659424,0.0
0.0100,wor-active,391,0.029766559600830078,0.0
0.0100,wor-active,392,0.010196566581726074,0.0
0.0100,wor-active,393,0.06749582290649414,0.0
0.0100,wor-active,394,0.031270503997802734,0.0
0.0100,wor-active,395,0.03272676467895508,0.0
0.0100,wor-active,396,0.024085402488708496,0.0
0.0100,wor-active,397,0.026894569396972656,0.0
0.0100,wor-active,398,0.06327176094055176,0.0
0.0100,wor-active,399,0.03536701202392578,0.0
0.0100,wor-active,400,0.030171871185302734,0.0
0.0100,wor-active,401,0.021521449089050293,0.0
0.0100,wor-active,402,0.02162337303161621,0.0
0.0100,wor-active,403,0.025777578353881836,0.0
0.0100,wor-active,404,0.017652273178100586,0.0
0.0100,wor-active,405,0.02533864974975586,1.0
0.0100,wor-active,406,0.04507732391357422,0.0
0.0100,wor-active,407,0.04139900207519531,0.0
0.0100,wor-active,408,0.0286257266998291,0.0
0.0100,wor-active,409,0.04025101661682129,0.0
0.0100,wor-active,410,0.023479700088500977,0.0
0.0100,wor-active,411,0.02721714973449707,0.0
0.0100,wor-active,412,0.036336421966552734,0.0
0.0100,wor-active,413,0.03835737705230713,0.0
0.0100,wor-active,414,0.03374600410461426,0.0
