prop_budget,method,seed,width,coverage
0.0100,bernoulli-active,666,2.109315872192383,1.0
0.0100,bernoulli-active,667,3.431936025619507,0.0
0.0100,bernoulli-active,668,2.6798064708709717,1.0
0.0100,bernoulli-active,669,1.389102816581726,1.0
0.0100,bernoulli-active,670,1.8136478662490845,1.0
0.0100,bernoulli-active,671,1.1774616241455078,1.0
0.0100,bernoulli-active,672,2.302440881729126,1.0
0.0100,bernoulli-active,673,2.1522486209869385,0.0
0.0100,bernoulli-active,674,1.855184555053711,1.0
0.0100,bernoulli-active,675,3.0063323974609375,1.0
0.0100,bernoulli-active,676,2.087637424468994,1.0
0.0100,bernoulli-active,677,2.227989673614502,1.0
0.0100,bernoulli-active,678,1.9802546501159668,1.0
0.0100,bernoulli-active,679,4.071869850158691,1.0
0.0100,bernoulli-active,680,2.8686366081237793,1.0
0.0100,bernoulli-active,681,4.026916980743408,1.0
0.0100,bernoulli-active,682,1.685165524482727,1.0
0.0100,bernoulli-active,683,2.6498091220855713,1.0
0.0100,bernoulli-active,684,1.9872244596481323,1.0
0.0100,bernoulli-active,685,3.8008222579956055,1.0
0.0100,bernoulli-active,686,2.3846564292907715,1.0
0.0100,bernoulli-active,687,2.3860578536987305,1.0
0.0100,bernoulli-active,688,2.0407161712646484,1.0
0.0100,bernoulli-active,689,3.9727137088775635,1.0
0.0100,bernoulli-active,690,2.5673303604125977,1.0
0.0100,bernoulli-active,691,2.1752798557281494,1.0
0.0100,bernoulli-active,692,3.7122161388397217,1.0
0.0100,bernoulli-active,693,1.780409812927246,1.0
0.0100,bernoulli-active,694,2.373854637145996,1.0
0.0100,bernoulli-active,695,1.9115312099456787,1.0
0.0100,bernoulli-active,696,2.360840320587158,1.0
0.0100,bernoulli-active,697,2.570620059967041,1.0
0.0100,bernoulli-active,698,2.182933807373047,1.0
0.0100,bernoulli-active,699,2.5642471313476562,1.0
0.0100,bernoulli-active,700,2.5346038341522217,1.0
0.0100,bernoulli-active,701,1.8294425010681152,1.0
0.0100,bernoulli-active,702,2.5754470825195312,1.0
0.0100,bernoulli-active,703,2.5621848106384277,1.0
0.0100,bernoulli-active,704,1.6530489921569824,1.0
0.0100,bernoulli-active,705,4.217206001281738,0.0
0.0100,bernoulli-active,706,1.7691118717193604,1.0
0.0100,bernoulli-active,707,2.0687098503112793,1.0
0.0100,bernoulli-active,708,3.86934757232666,0.0
0.0100,bernoulli-active,709,2.292020320892334,1.0
0.0100,bernoulli-active,710,4.130199432373047,0.0
0.0100,bernoulli-active,711,2.3992788791656494,1.0
0.0100,bernoulli-active,712,3.6770741939544678,1.0
0.0100,bernoulli-active,713,1.7383759021759033,1.0
0.0100,bernoulli-active,714,3.371757984161377,1.0
0.0100,bernoulli-active,715,3.1259255409240723,1.0
0.0100,bernoulli-active,716,2.1689553260803223,1.0
0.0100,bernoulli-active,717,1.8894214630126953,1.0
0.0100,bernoulli-active,718,1.71476149559021,1.0
0.0100,bernoulli-active,719,2.809640407562256,1.0
0.0100,bernoulli-active,720,2.0043063163757324,1.0
0.0100,bernoulli-active,721,1.918548345565796,1.0
0.0100,bernoulli-active,722,2.0243568420410156,1.0
0.0100,bernoulli-active,723,1.7221578359603882,1.0
0.0100,bernoulli-active,724,1.266148567199707,1.0
0.0100,bernoulli-active,725,1.859000325202942,1.0
0.0100,bernoulli-active,726,2.203674077987671,1.0
0.0100,bernoulli-active,727,2.683123826980591,1.0
0.0100,bernoulli-active,728,2.433366298675537,1.0
0.0100,bernoulli-active,729,3.1989901065826416,1.0
0.0100,bernoulli-active,730,2.8877601623535156,1.0
0.0100,bernoulli-active,731,2.6155121326446533,1.0
0.0100,bernoulli-active,732,2.1767873764038086,1.0
0.0100,bernoulli-active,733,1.9094136953353882,1.0
0.0100,bernoulli-active,734,2.5311732292175293,1.0
0.0100,bernoulli-active,735,2.9594345092773438,1.0
0.0100,bernoulli-active,736,3.71439266204834,1.0
0.0100,bernoulli-active,737,2.4085283279418945,1.0
0.0100,bernoulli-active,738,1.3802984952926636,1.0
0.0100,bernoulli-active,739,2.5589451789855957,1.0
0.0100,bernoulli-active,740,1.5285900831222534,1.0
0.0100,bernoulli-active,741,3.264068841934204,1.0
0.0100,bernoulli-active,742,2.6368494033813477,1.0
0.0100,bernoulli-active,743,3.5281288623809814,0.0
0.0100,bernoulli-active,744,1.3214646577835083,1.0
0.0100,bernoulli-active,745,1.5156499147415161,1.0
0.0100,bernoulli-active,746,1.3573366403579712,1.0
