prop_budget,method,seed,width,coverage
0.0100,bernoulli-uniform,368,1.9665563106536865,1.0
0.0100,bernoulli-uniform,369,1.8170868158340454,1.0
0.0100,bernoulli-uniform,370,5.120150566101074,1.0
0.0100,bernoulli-uniform,371,4.264042854309082,1.0
0.0100,bernoulli-uniform,372,3.5289628505706787,1.0
0.0100,bernoulli-uniform,373,3.2960734367370605,1.0
0.0100,bernoulli-uniform,374,2.992553234100342,1.0
0.0100,bernoulli-uniform,375,2.5347702503204346,1.0
0.0100,bernoulli-uniform,376,2.4711437225341797,1.0
0.0100,bernoulli-uniform,377,1.760981798171997,1.0
0.0100,bernoulli-uniform,378,4.350582599639893,0.0
0.0100,bernoulli-uniform,379,2.4920103549957275,1.0
0.0100,bernoulli-uniform,380,3.6242477893829346,1.0
0.0100,bernoulli-uniform,381,2.1733486652374268,1.0
0.0100,bernoulli-uniform,382,3.435229778289795,1.0
0.0100,bernoulli-uniform,383,2.7251977920532227,1.0
0.0100,bernoulli-uniform,384,2.071721315383911,1.0
0.0100,bernoulli-uniform,385,2.7671072483062744,1.0
0.0100,bernoulli-uniform,386,3.370793342590332,1.0
0.0100,bernoulli-uniform,387,2.2724387645721436,1.0
0.0100,bernoulli-uniform,388,2.6449837684631348,1.0
0.0100,bernoulli-uniform,389,1.6874873638153076,1.0
0.0100,bernoulli-uniform,390,3.1887340545654297,1.0
0.0100,bernoulli-uniform,391,2.8023674488067627,1.0
0.0100,bernoulli-uniform,392,9.128432273864746,0.0
0.0100,bernoulli-uniform,393,4.526429176330566,1.0
0.0100,bernoulli-uniform,394,1.8883039951324463,1.0
0.0100,bernoulli-uniform,395,1.7668111324310303,1.0
0.0100,bernoulli-uniform,396,1.9381742477416992,1.0
0.0100,bernoulli-uniform,397,3.262552499771118,1.0
0.0100,bernoulli-uniform,398,2.1221137046813965,1.0
0.0100,bernoulli-uniform,399,7.1919379234313965,1.0
0.0100,bernoulli-uniform,400,5.571564197540283,1.0
0.0100,bernoulli-uniform,401,1.2043392658233643,0.0
0.0100,bernoulli-uniform,402,2.442009925842285,1.0
0.0100,bernoulli-uniform,403,1.8493683338165283,1.0
0.0100,bernoulli-uniform,404,2.813544988632202,1.0
0.0100,bernoulli-uniform,405,3.4971015453338623,1.0
0.0100,bernoulli-uniform,406,3.2678117752075195,1.0
0.0100,bernoulli-uniform,407,2.0805530548095703,1.0
0.0100,bernoulli-uniform,408,2.103961229324341,1.0
0.0100,bernoulli-uniform,409,4.601563453674316,1.0
0.0100,bernoulli-uniform,410,4.208795547485352,1.0
0.0100,bernoulli-uniform,411,2.611156940460205,1.0
0.0100,bernoulli-uniform,412,3.0967025756835938,1.0
0.0100,bernoulli-uniform,413,4.313814640045166,1.0
0.0100,bernoulli-uniform,414,2.3856897354125977,1.0
0.0100,bernoulli-uniform,415,4.362644195556641,1.0
0.0100,bernoulli-uniform,416,4.768534183502197,1.0
0.0100,bernoulli-uniform,417,4.420612335205078,1.0
0.0100,bernoulli-uniform,418,4.672402381896973,1.0
0.0100,bernoulli-uniform,419,1.8480710983276367,1.0
0.0100,bernoulli-uniform,420,4.388836860656738,1.0
0.0100,bernoulli-uniform,421,2.457048177719116,1.0
0.0100,bernoulli-uniform,422,2.929720640182495,1.0
0.0100,bernoulli-uniform,423,3.2960968017578125,1.0
0.0100,bernoulli-uniform,424,7.088423252105713,0.0
0.0100,bernoulli-uniform,425,2.3610148429870605,1.0
0.0100,bernoulli-uniform,426,5.998347282409668,1.0
0.0100,bernoulli-uniform,427,1.7020225524902344,1.0
0.0100,bernoulli-uniform,428,3.2012922763824463,1.0
0.0100,bernoulli-uniform,429,2.6678478717803955,1.0
0.0100,bernoulli-uniform,430,2.3265790939331055,1.0
0.0100,bernoulli-uniform,431,2.139516592025757,1.0
0.0100,bernoulli-uniform,432,2.033820390701294,1.0
0.0100,bernoulli-uniform,433,5.900023460388184,1.0
0.0100,bernoulli-uniform,434,2.095489025115967,1.0
0.0100,bernoulli-uniform,435,5.934715270996094,0.0
0.0100,bernoulli-uniform,436,2.163661003112793,1.0
0.0100,bernoulli-uniform,437,2.985544443130493,1.0
0.0100,bernoulli-uniform,438,1.9425535202026367,1.0
0.0100,bernoulli-uniform,439,4.854628562927246,1.0
0.0100,bernoulli-uniform,440,2.3335537910461426,1.0
0.0100,bernoulli-uniform,441,2.364570140838623,1.0
0.0100,bernoulli-uniform,442,2.8450729846954346,1.0
0.0100,bernoulli-uniform,443,4.2671589851379395,1.0
0.0100,bernoulli-uniform,444,3.2902414798736572,1.0
0.0100,bernoulli-uniform,445,3.0472497940063477,1.0
0.0100,bernoulli-uniform,446,2.399113416671753,1.0
0.0100,bernoulli-uniform,447,3.2247891426086426,1.0
0.0100,bernoulli-uniform,448,5.105183124542236,1.0
0.0100,bernoulli-uniform,449,1.6348687410354614,1.0
0.0100,bernoulli-uniform,450,1.938936710357666,1.0
0.0100,bernoulli-uniform,451,1.9683458805084229,1.0
0.0100,bernoulli-uniform,452,4.954441547393799,1.0
0.0100,bernoulli-uniform,453,2.2180936336517334,1.0
0.0100,bernoulli-uniform,454,2.8488192558288574,1.0
0.0100,bernoulli-uniform,455,11.916352272033691,1.0
0.0100,bernoulli-uniform,456,2.0080976486206055,1.0
0.0100,bernoulli-uniform,457,2.246849536895752,1.0
0.0100,bernoulli-uniform,458,2.293694496154785,1.0
0.0100,bernoulli-uniform,459,2.4482321739196777,1.0
0.0100,bernoulli-uniform,460,3.4045052528381348,1.0
