dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,66,0.06778988242149353,0.9403524627202893
mmlu-pro,None,1.0,0.025,67,0.06769108772277832,0.938996836873023
mmlu-pro,None,1.0,0.025,68,0.0676923468708992,0.9448712155445097
mmlu-pro,None,1.0,0.025,69,0.06796600669622421,0.9502937189335744
mmlu-pro,None,1.0,0.025,70,0.0679067000746727,0.9457749661093539
mmlu-pro,None,1.0,0.025,71,0.06738828867673874,0.947582467239042
mmlu-pro,None,1.0,0.025,72,0.06790870428085327,0.9493899683687302
mmlu-pro,None,1.0,0.025,73,0.06796721369028091,0.9493899683687302
mmlu-pro,None,1.0,0.025,74,0.06759737432003021,0.9530049706281066
mmlu-pro,None,1.0,0.025,75,0.0671507716178894,0.9444193402620877
mmlu-pro,None,1.0,0.025,76,0.0674557313323021,0.94713059195662
mmlu-pro,None,1.0,0.025,77,0.06784921139478683,0.9448712155445097
mmlu-pro,None,1.0,0.025,78,0.0674971416592598,0.9408043380027112
mmlu-pro,None,1.0,0.025,79,0.0679483413696289,0.9394487121554451
mmlu-pro,None,1.0,0.025,80,0.06778441369533539,0.9408043380027112
mmlu-pro,None,1.0,0.025,81,0.06769401580095291,0.9521012200632626
mmlu-pro,None,1.0,0.025,82,0.06762836873531342,0.9489380930863082
mmlu-pro,None,1.0,0.025,83,0.06786586344242096,0.9489380930863082
mmlu-pro,None,1.0,0.025,84,0.0680057629942894,0.9417080885675554
mmlu-pro,None,1.0,0.025,85,0.06779519468545914,0.9480343425214641
mmlu-pro,None,1.0,0.025,86,0.0675126165151596,0.9462268413917759
mmlu-pro,None,1.0,0.025,87,0.06730910390615463,0.946678716674198
mmlu-pro,None,1.0,0.025,88,0.06796464323997498,0.9371893357433349
mmlu-pro,None,1.0,0.025,89,0.06724273413419724,0.946678716674198
mmlu-pro,None,1.0,0.025,90,0.06741014122962952,0.9539087211929508
mmlu-pro,None,1.0,0.025,91,0.06736347079277039,0.9408043380027112
mmlu-pro,None,1.0,0.025,92,0.06744558364152908,0.9511974694984184
mmlu-pro,None,1.0,0.025,93,0.06805523484945297,0.94713059195662
mmlu-pro,None,1.0,0.025,94,0.06784827262163162,0.9453230908269318
mmlu-pro,None,1.0,0.025,95,0.06762602180242538,0.9417080885675554
mmlu-pro,None,1.0,0.025,96,0.06807243078947067,0.9493899683687302
mmlu-pro,None,1.0,0.025,97,0.06798578053712845,0.938093086308179
mmlu-pro,None,1.0,0.025,98,0.06770889461040497,0.9484862178038862
mmlu-pro,None,1.0,0.025,99,0.0677090585231781,0.9480343425214641
mmlu-pro,None,1.0,0.05,66,0.04275207966566086,0.9493899683687302
mmlu-pro,None,1.0,0.05,67,0.04249860718846321,0.9530049706281066
mmlu-pro,None,1.0,0.05,68,0.04287987947463989,0.9457749661093539
mmlu-pro,None,1.0,0.05,69,0.04272710159420967,0.9376412110257569
mmlu-pro,None,1.0,0.05,70,0.04264375939965248,0.9498418436511523
mmlu-pro,None,1.0,0.05,71,0.042492836713790894,0.9566199728874831
mmlu-pro,None,1.0,0.05,72,0.04279283434152603,0.9435155896972436
mmlu-pro,None,1.0,0.05,73,0.04286482557654381,0.9489380930863082
mmlu-pro,None,1.0,0.05,74,0.04293668270111084,0.9548124717577949
mmlu-pro,None,1.0,0.05,75,0.04233412444591522,0.9430637144148215
mmlu-pro,None,1.0,0.05,76,0.0425952672958374,0.9453230908269318
mmlu-pro,None,1.0,0.05,77,0.04253147542476654,0.9484862178038862
mmlu-pro,None,1.0,0.05,78,0.04235680401325226,0.938996836873023
mmlu-pro,None,1.0,0.05,79,0.04265289008617401,0.938093086308179
mmlu-pro,None,1.0,0.05,80,0.04260693117976189,0.9435155896972436
mmlu-pro,None,1.0,0.05,81,0.04267319664359093,0.9493899683687302
mmlu-pro,None,1.0,0.05,82,0.04269969090819359,0.9430637144148215
mmlu-pro,None,1.0,0.05,83,0.04274101182818413,0.946678716674198
mmlu-pro,None,1.0,0.05,84,0.04277034476399422,0.9444193402620877
mmlu-pro,None,1.0,0.05,85,0.04269713535904884,0.9502937189335744
mmlu-pro,None,1.0,0.05,86,0.042749591171741486,0.946678716674198
mmlu-pro,None,1.0,0.05,87,0.04259217903017998,0.9399005874378672
mmlu-pro,None,1.0,0.05,88,0.0429091639816761,0.9362855851784908
mmlu-pro,None,1.0,0.05,89,0.04241003468632698,0.9462268413917759
mmlu-pro,None,1.0,0.05,90,0.042542070150375366,0.9507455942159965
mmlu-pro,None,1.0,0.05,91,0.04254599288105965,0.9453230908269318
mmlu-pro,None,1.0,0.05,92,0.04241595417261124,0.9444193402620877
mmlu-pro,None,1.0,0.05,93,0.04252823442220688,0.9484862178038862
mmlu-pro,None,1.0,0.05,94,0.042456623166799545,0.9552643470402169
mmlu-pro,None,1.0,0.05,95,0.042551439255476,0.94713059195662
mmlu-pro,None,1.0,0.05,96,0.04296790808439255,0.9453230908269318
mmlu-pro,None,1.0,0.05,97,0.04268472641706467,0.9421599638499775
mmlu-pro,None,1.0,0.05,98,0.0428219810128212,0.94713059195662
mmlu-pro,None,1.0,0.05,99,0.04290705919265747,0.9453230908269318
mmlu-pro,None,1.0,0.075,66,0.03233456611633301,0.9484862178038862
mmlu-pro,None,1.0,0.075,67,0.032206322997808456,0.9493899683687302
mmlu-pro,None,1.0,0.075,68,0.03238531947135925,0.9430637144148215
mmlu-pro,None,1.0,0.075,69,0.0323224700987339,0.9444193402620877
mmlu-pro,None,1.0,0.075,70,0.03226449340581894,0.9484862178038862
mmlu-pro,None,1.0,0.075,71,0.03211241960525513,0.9498418436511523
mmlu-pro,None,1.0,0.075,72,0.032365910708904266,0.9435155896972436
mmlu-pro,None,1.0,0.075,73,0.03238557651638985,0.9489380930863082
mmlu-pro,None,1.0,0.075,74,0.03246409818530083,0.9552643470402169
mmlu-pro,None,1.0,0.075,75,0.0321168415248394,0.94713059195662
mmlu-pro,None,1.0,0.075,76,0.032227542251348495,0.946678716674198
mmlu-pro,None,1.0,0.075,77,0.03223523497581482,0.9516493447808405
mmlu-pro,None,1.0,0.075,78,0.032088883221149445,0.9430637144148215
mmlu-pro,None,1.0,0.075,79,0.03227206692099571,0.9426118391323995
mmlu-pro,None,1.0,0.075,80,0.03225884959101677,0.9543605964753729
mmlu-pro,None,1.0,0.075,81,0.03227606043219566,0.9575237234523272
mmlu-pro,None,1.0,0.075,82,0.0323355570435524,0.9539087211929508
mmlu-pro,None,1.0,0.075,83,0.032333943992853165,0.946678716674198
mmlu-pro,None,1.0,0.075,84,0.03235150873661041,0.9489380930863082
mmlu-pro,None,1.0,0.075,85,0.03230217844247818,0.955716222322639
mmlu-pro,None,1.0,0.075,86,0.03233763948082924,0.9444193402620877
mmlu-pro,None,1.0,0.075,87,0.032240141183137894,0.9439674649796657
mmlu-pro,None,1.0,0.075,88,0.03243376314640045,0.9457749661093539
mmlu-pro,None,1.0,0.075,89,0.032132938504219055,0.94713059195662
mmlu-pro,None,1.0,0.075,90,0.03219466656446457,0.946678716674198
mmlu-pro,None,1.0,0.075,91,0.032219961285591125,0.9453230908269318
mmlu-pro,None,1.0,0.075,92,0.032129429280757904,0.9507455942159965
mmlu-pro,None,1.0,0.075,93,0.03220715746283531,0.9421599638499775
mmlu-pro,None,1.0,0.075,94,0.03214135766029358,0.9575237234523272
mmlu-pro,None,1.0,0.075,95,0.03224341943860054,0.9521012200632626
mmlu-pro,None,1.0,0.075,96,0.0325043685734272,0.94713059195662
mmlu-pro,None,1.0,0.075,97,0.03233896568417549,0.9426118391323995
mmlu-pro,None,1.0,0.075,98,0.03235900402069092,0.9507455942159965
mmlu-pro,None,1.0,0.075,99,0.03244970366358757,0.9480343425214641
mmlu-pro,None,1.0,0.1,66,0.026509184390306473,0.9516493447808405
mmlu-pro,None,1.0,0.1,67,0.02641356736421585,0.9439674649796657
mmlu-pro,None,1.0,0.1,68,0.02654416859149933,0.9435155896972436
mmlu-pro,None,1.0,0.1,69,0.026482755318284035,0.9439674649796657
mmlu-pro,None,1.0,0.1,70,0.02646571397781372,0.9484862178038862
mmlu-pro,None,1.0,0.1,71,0.02634304016828537,0.9484862178038862
mmlu-pro,None,1.0,0.1,72,0.02651050314307213,0.9385449615906011
mmlu-pro,None,1.0,0.1,73,0.026523921638727188,0.9507455942159965
mmlu-pro,None,1.0,0.1,74,0.026599399745464325,0.9570718481699051
mmlu-pro,None,1.0,0.1,75,0.026339326053857803,0.9484862178038862
mmlu-pro,None,1.0,0.1,76,0.02641970105469227,0.9408043380027112
