dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,66,0.06722252070903778,0.9385449615906011
mmlu-pro,None,1.0,0.025,67,0.0671270415186882,0.9367374604609128
mmlu-pro,None,1.0,0.025,68,0.06717042624950409,0.9421599638499775
mmlu-pro,None,1.0,0.025,69,0.06741947680711746,0.9480343425214641
mmlu-pro,None,1.0,0.025,70,0.06736452132463455,0.9448712155445097
mmlu-pro,None,1.0,0.025,71,0.06686403602361679,0.946678716674198
mmlu-pro,None,1.0,0.025,72,0.0673852488398552,0.9484862178038862
mmlu-pro,None,1.0,0.025,73,0.06743568927049637,0.947582467239042
mmlu-pro,None,1.0,0.025,74,0.06706640869379044,0.9516493447808405
mmlu-pro,None,1.0,0.025,75,0.06663820147514343,0.9435155896972436
mmlu-pro,None,1.0,0.025,76,0.06692884862422943,0.9444193402620877
mmlu-pro,None,1.0,0.025,77,0.06732649356126785,0.9435155896972436
mmlu-pro,None,1.0,0.025,78,0.06697786599397659,0.9408043380027112
mmlu-pro,None,1.0,0.025,79,0.06740278005599976,0.938996836873023
mmlu-pro,None,1.0,0.025,80,0.06725842505693436,0.9408043380027112
mmlu-pro,None,1.0,0.025,81,0.0671667754650116,0.9507455942159965
mmlu-pro,None,1.0,0.025,82,0.06710852682590485,0.9484862178038862
mmlu-pro,None,1.0,0.025,83,0.06732675433158875,0.947582467239042
mmlu-pro,None,1.0,0.025,84,0.0674709752202034,0.9408043380027112
mmlu-pro,None,1.0,0.025,85,0.0672110989689827,0.94713059195662
mmlu-pro,None,1.0,0.025,86,0.06697652488946915,0.9439674649796657
mmlu-pro,None,1.0,0.025,87,0.06678666174411774,0.9453230908269318
mmlu-pro,None,1.0,0.025,88,0.06740537285804749,0.9340262087663805
mmlu-pro,None,1.0,0.025,89,0.06670520454645157,0.9448712155445097
mmlu-pro,None,1.0,0.025,90,0.06687755882740021,0.9534568459105287
mmlu-pro,None,1.0,0.025,91,0.06685353815555573,0.9394487121554451
mmlu-pro,None,1.0,0.025,92,0.06690558791160583,0.9507455942159965
mmlu-pro,None,1.0,0.025,93,0.06749934703111649,0.9462268413917759
mmlu-pro,None,1.0,0.025,94,0.0672796368598938,0.9435155896972436
mmlu-pro,None,1.0,0.025,95,0.06713061779737473,0.9403524627202893
mmlu-pro,None,1.0,0.025,96,0.06753527373075485,0.947582467239042
mmlu-pro,None,1.0,0.025,97,0.06744663417339325,0.9371893357433349
mmlu-pro,None,1.0,0.025,98,0.06716466695070267,0.947582467239042
mmlu-pro,None,1.0,0.025,99,0.0671873688697815,0.94713059195662
mmlu-pro,None,1.0,0.05,66,0.04251362383365631,0.9493899683687302
mmlu-pro,None,1.0,0.05,67,0.04226432368159294,0.9521012200632626
mmlu-pro,None,1.0,0.05,68,0.04264259338378906,0.9435155896972436
mmlu-pro,None,1.0,0.05,69,0.04250189661979675,0.9385449615906011
mmlu-pro,None,1.0,0.05,70,0.042416997253894806,0.9480343425214641
mmlu-pro,None,1.0,0.05,71,0.04226229339838028,0.956168097605061
mmlu-pro,None,1.0,0.05,72,0.042574599385261536,0.9426118391323995
mmlu-pro,None,1.0,0.05,73,0.04263637959957123,0.946678716674198
mmlu-pro,None,1.0,0.05,74,0.04271452873945236,0.9534568459105287
mmlu-pro,None,1.0,0.05,75,0.042116690427064896,0.9439674649796657
mmlu-pro,None,1.0,0.05,76,0.04237062484025955,0.9435155896972436
mmlu-pro,None,1.0,0.05,77,0.04230884090065956,0.9484862178038862
mmlu-pro,None,1.0,0.05,78,0.04214179515838623,0.938093086308179
mmlu-pro,None,1.0,0.05,79,0.042431630194187164,0.9358337098960687
mmlu-pro,None,1.0,0.05,80,0.042382266372442245,0.9426118391323995
mmlu-pro,None,1.0,0.05,81,0.04244523122906685,0.9493899683687302
mmlu-pro,None,1.0,0.05,82,0.04247963801026344,0.9421599638499775
mmlu-pro,None,1.0,0.05,83,0.042512185871601105,0.9453230908269318
mmlu-pro,None,1.0,0.05,84,0.04255037009716034,0.9439674649796657
mmlu-pro,None,1.0,0.05,85,0.04244750738143921,0.9498418436511523
mmlu-pro,None,1.0,0.05,86,0.04252401739358902,0.946678716674198
mmlu-pro,None,1.0,0.05,87,0.04236844554543495,0.938996836873023
mmlu-pro,None,1.0,0.05,88,0.042674802243709564,0.9358337098960687
mmlu-pro,None,1.0,0.05,89,0.04218659922480583,0.9453230908269318
mmlu-pro,None,1.0,0.05,90,0.04232260584831238,0.9484862178038862
mmlu-pro,None,1.0,0.05,91,0.04232656955718994,0.9457749661093539
mmlu-pro,None,1.0,0.05,92,0.04220492020249367,0.9430637144148215
mmlu-pro,None,1.0,0.05,93,0.04229927435517311,0.94713059195662
mmlu-pro,None,1.0,0.05,94,0.042231980711221695,0.9548124717577949
mmlu-pro,None,1.0,0.05,95,0.04234117642045021,0.9462268413917759
mmlu-pro,None,1.0,0.05,96,0.04275114834308624,0.9439674649796657
