dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,0,0.06621195375919342,0.9349299593312246
mmlu-pro,None,1.0,0.025,1,0.06626485288143158,0.9412562132851333
mmlu-pro,None,1.0,0.025,2,0.06603904068470001,0.9403524627202893
mmlu-pro,None,1.0,0.025,3,0.06582584977149963,0.9412562132851333
mmlu-pro,None,1.0,0.025,4,0.06629016995429993,0.9430637144148215
mmlu-pro,None,1.0,0.025,5,0.06606705486774445,0.9403524627202893
mmlu-pro,None,1.0,0.025,6,0.06623025983572006,0.9408043380027112
mmlu-pro,None,1.0,0.025,7,0.06611737608909607,0.9331224582015364
mmlu-pro,None,1.0,0.025,8,0.06637611985206604,0.9376412110257569
mmlu-pro,None,1.0,0.025,9,0.06574065238237381,0.9358337098960687
mmlu-pro,None,1.0,0.025,10,0.0657542273402214,0.9421599638499775
mmlu-pro,None,1.0,0.025,11,0.06625823676586151,0.9353818346136467
mmlu-pro,None,1.0,0.025,12,0.06629671156406403,0.9358337098960687
mmlu-pro,None,1.0,0.025,13,0.06595579534769058,0.9412562132851333
mmlu-pro,None,1.0,0.025,14,0.06635363399982452,0.9493899683687302
mmlu-pro,None,1.0,0.025,15,0.06634059548377991,0.938996836873023
mmlu-pro,None,1.0,0.025,16,0.06589619815349579,0.9385449615906011
mmlu-pro,None,1.0,0.025,17,0.06615224480628967,0.9417080885675554
mmlu-pro,None,1.0,0.025,18,0.06575212627649307,0.9399005874378672
mmlu-pro,None,1.0,0.025,19,0.06611284613609314,0.9426118391323995
mmlu-pro,None,1.0,0.025,20,0.06601342558860779,0.9394487121554451
mmlu-pro,None,1.0,0.025,21,0.06607954949140549,0.9412562132851333
mmlu-pro,None,1.0,0.025,22,0.06640367954969406,0.9408043380027112
mmlu-pro,None,1.0,0.025,23,0.06607521325349808,0.9376412110257569
mmlu-pro,None,1.0,0.025,24,0.06624879688024521,0.938093086308179
mmlu-pro,None,1.0,0.025,25,0.06599734723567963,0.9371893357433349
mmlu-pro,None,1.0,0.025,26,0.06611516326665878,0.9421599638499775
mmlu-pro,None,1.0,0.025,27,0.06641042977571487,0.9444193402620877
mmlu-pro,None,1.0,0.025,28,0.06573262065649033,0.9493899683687302
mmlu-pro,None,1.0,0.025,29,0.0663619339466095,0.9376412110257569
