dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,0,0.06783430278301239,0.94713059195662
mmlu-pro,None,1.0,0.025,1,0.06787793338298798,0.9462268413917759
mmlu-pro,None,1.0,0.025,2,0.06745290756225586,0.94713059195662
mmlu-pro,None,1.0,0.025,3,0.06765244901180267,0.9426118391323995
mmlu-pro,None,1.0,0.025,4,0.06781187653541565,0.9516493447808405
mmlu-pro,None,1.0,0.025,5,0.06747817248106003,0.9403524627202893
mmlu-pro,None,1.0,0.025,6,0.06781863421201706,0.9480343425214641
mmlu-pro,None,1.0,0.025,7,0.06792271137237549,0.9552643470402169
mmlu-pro,None,1.0,0.025,8,0.06781645119190216,0.9489380930863082
mmlu-pro,None,1.0,0.025,9,0.06781432777643204,0.9462268413917759
mmlu-pro,None,1.0,0.025,10,0.06755167245864868,0.9453230908269318
mmlu-pro,None,1.0,0.025,11,0.06805255264043808,0.9489380930863082
mmlu-pro,None,1.0,0.025,12,0.0678594633936882,0.9435155896972436
mmlu-pro,None,1.0,0.025,13,0.06752549856901169,0.9426118391323995
mmlu-pro,None,1.0,0.025,14,0.06741682440042496,0.9408043380027112
mmlu-pro,None,1.0,0.025,15,0.06785737723112106,0.947582467239042
mmlu-pro,None,1.0,0.025,16,0.0677475854754448,0.9539087211929508
mmlu-pro,None,1.0,0.025,17,0.06779255717992783,0.9489380930863082
mmlu-pro,None,1.0,0.025,18,0.06793545186519623,0.9484862178038862
mmlu-pro,None,1.0,0.025,19,0.06769058108329773,0.9408043380027112
mmlu-pro,None,1.0,0.025,20,0.06773573160171509,0.9453230908269318
mmlu-pro,None,1.0,0.025,21,0.06760864704847336,0.9448712155445097
mmlu-pro,None,1.0,0.025,22,0.06758931279182434,0.9525530953456847
mmlu-pro,None,1.0,0.025,23,0.06743764132261276,0.9435155896972436
mmlu-pro,None,1.0,0.025,24,0.06782576441764832,0.9435155896972436
mmlu-pro,None,1.0,0.025,25,0.06819350272417068,0.9570718481699051
mmlu-pro,None,1.0,0.025,26,0.06726565957069397,0.938093086308179
mmlu-pro,None,1.0,0.025,27,0.06790424883365631,0.9521012200632626
mmlu-pro,None,1.0,0.025,28,0.06749504804611206,0.9462268413917759
mmlu-pro,None,1.0,0.025,29,0.06798974424600601,0.9457749661093539
mmlu-pro,None,1.0,0.025,30,0.0675276592373848,0.9412562132851333
mmlu-pro,None,1.0,0.025,31,0.06756791472434998,0.9426118391323995
mmlu-pro,None,1.0,0.025,32,0.0676492378115654,0.9439674649796657
mmlu-pro,None,1.0,0.05,0,0.042438071221113205,0.9439674649796657
mmlu-pro,None,1.0,0.05,1,0.04259629175066948,0.9430637144148215
mmlu-pro,None,1.0,0.05,2,0.04245271533727646,0.9457749661093539
mmlu-pro,None,1.0,0.05,3,0.042654093354940414,0.9530049706281066
mmlu-pro,None,1.0,0.05,4,0.04270234331488609,0.9511974694984184
mmlu-pro,None,1.0,0.05,5,0.042809661477804184,0.9376412110257569
mmlu-pro,None,1.0,0.05,6,0.04238654673099518,0.9448712155445097
mmlu-pro,None,1.0,0.05,7,0.04276115819811821,0.9444193402620877
mmlu-pro,None,1.0,0.05,8,0.042496662586927414,0.9502937189335744
