dataset,prop_budget,seed,mean_width,coverage
mmlu-pro,0.3,24,0.014276777394115925,0.9525530953456847
mmlu-pro,0.3,25,0.014266435988247395,0.9521012200632626
mmlu-pro,0.3,26,0.014274791814386845,0.9457749661093539
mmlu-pro,0.3,27,0.01426862832158804,0.9484862178038862
mmlu-pro,0.3,28,0.014246242120862007,0.9457749661093539
mmlu-pro,0.3,29,0.01429388951510191,0.9507455942159965
mmlu-pro,0.3,30,0.014277764596045017,0.9493899683687302
mmlu-pro,0.3,31,0.014260937459766865,0.946678716674198
mmlu-pro,0.3,32,0.01430890616029501,0.9430637144148215
mmlu-pro,0.325,0,0.013651353307068348,0.9489380930863082
mmlu-pro,0.325,1,0.013651990331709385,0.9530049706281066
mmlu-pro,0.325,2,0.013628161512315273,0.946678716674198
mmlu-pro,0.325,3,0.013607473112642765,0.9430637144148215
mmlu-pro,0.325,4,0.013634907081723213,0.9579755987347492
mmlu-pro,0.325,5,0.013626710511744022,0.9457749661093539
mmlu-pro,0.325,6,0.01365449745208025,0.946678716674198
mmlu-pro,0.325,7,0.013606444001197815,0.9426118391323995
mmlu-pro,0.325,8,0.013617845252156258,0.9539087211929508
mmlu-pro,0.325,9,0.013626648113131523,0.9493899683687302
mmlu-pro,0.325,10,0.013609695248305798,0.956168097605061
mmlu-pro,0.325,11,0.013625281862914562,0.9543605964753729
mmlu-pro,0.325,12,0.013654187321662903,0.9462268413917759
mmlu-pro,0.325,13,0.013623053207993507,0.9493899683687302
mmlu-pro,0.325,14,0.01366050262004137,0.9530049706281066
mmlu-pro,0.325,15,0.013650850392878056,0.9448712155445097
mmlu-pro,0.325,16,0.01361199002712965,0.947582467239042
mmlu-pro,0.325,17,0.013656429946422577,0.9543605964753729
mmlu-pro,0.325,18,0.013629933819174767,0.938093086308179
mmlu-pro,0.325,19,0.01364973932504654,0.9570718481699051
mmlu-pro,0.325,20,0.013643809594213963,0.9575237234523272
mmlu-pro,0.325,21,0.013600562699139118,0.9502937189335744
mmlu-pro,0.325,22,0.01364137977361679,0.9516493447808405
