dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,0,0.01,0.275,33,0.025412285700440407,0.9543605964753729
mmlu-pro,0,0.01,0.275,34,0.025425512343645096,0.9353818346136467
mmlu-pro,0,0.01,0.275,35,0.02541707083582878,0.9484862178038862
mmlu-pro,0,0.01,0.275,36,0.025398356840014458,0.9507455942159965
mmlu-pro,0,0.01,0.275,37,0.025411585345864296,0.9457749661093539
mmlu-pro,0,0.01,0.275,38,0.02542744018137455,0.946678716674198
mmlu-pro,0,0.01,0.275,39,0.025400666519999504,0.9552643470402169
mmlu-pro,0,0.01,0.275,40,0.02540484443306923,0.9430637144148215
mmlu-pro,0,0.01,0.275,41,0.025408243760466576,0.9525530953456847
mmlu-pro,0,0.01,0.275,42,0.025413408875465393,0.9399005874378672
mmlu-pro,0,0.01,0.275,43,0.025413578376173973,0.9453230908269318
mmlu-pro,0,0.01,0.275,44,0.025407858192920685,0.9552643470402169
mmlu-pro,0,0.01,0.275,45,0.025419173762202263,0.9376412110257569
mmlu-pro,0,0.01,0.275,46,0.02541186474263668,0.9511974694984184
mmlu-pro,0,0.01,0.275,47,0.025414178147912025,0.9516493447808405
mmlu-pro,0,0.01,0.275,48,0.025427529588341713,0.9552643470402169
mmlu-pro,0,0.01,0.275,49,0.02542511746287346,0.9448712155445097
mmlu-pro,0,0.01,0.275,50,0.025412246584892273,0.955716222322639
mmlu-pro,0,0.01,0.275,51,0.02542843110859394,0.9448712155445097
mmlu-pro,0,0.01,0.275,52,0.025417102500796318,0.9633981021238138
mmlu-pro,0,0.01,0.275,53,0.02541693113744259,0.94713059195662
mmlu-pro,0,0.01,0.275,54,0.02542339637875557,0.9444193402620877
mmlu-pro,0,0.01,0.275,55,0.02541922777891159,0.9462268413917759
mmlu-pro,0,0.01,0.275,56,0.025420472025871277,0.9525530953456847
mmlu-pro,0,0.01,0.275,57,0.02543552778661251,0.9543605964753729
mmlu-pro,0,0.01,0.275,58,0.025401948019862175,0.9489380930863082
mmlu-pro,0,0.01,0.275,59,0.025411812588572502,0.94713059195662
mmlu-pro,0,0.01,0.275,60,0.025419725105166435,0.9521012200632626
mmlu-pro,0,0.01,0.275,61,0.02540891058743,0.9579755987347492
mmlu-pro,0,0.01,0.275,62,0.02541220746934414,0.9566199728874831
mmlu-pro,0,0.01,0.275,63,0.025416728109121323,0.9435155896972436
mmlu-pro,0,0.01,0.275,64,0.02540583536028862,0.9403524627202893
mmlu-pro,0,0.01,0.275,65,0.0254135150462389,0.9530049706281066
mmlu-pro,0,0.01,0.3,33,0.024290144443511963,0.9502937189335744
mmlu-pro,0,0.01,0.3,34,0.024301379919052124,0.9408043380027112
mmlu-pro,0,0.01,0.3,35,0.024296153336763382,0.9511974694984184
mmlu-pro,0,0.01,0.3,36,0.024284716695547104,0.9453230908269318
mmlu-pro,0,0.01,0.3,37,0.02429080568253994,0.9498418436511523
mmlu-pro,0,0.01,0.3,38,0.024307439103722572,0.9448712155445097
mmlu-pro,0,0.01,0.3,39,0.024279622361063957,0.9539087211929508
mmlu-pro,0,0.01,0.3,40,0.02428671345114708,0.9426118391323995
mmlu-pro,0,0.01,0.3,41,0.024287568405270576,0.955716222322639
mmlu-pro,0,0.01,0.3,42,0.024295639246702194,0.947582467239042
mmlu-pro,0,0.01,0.3,43,0.0242866650223732,0.9493899683687302
mmlu-pro,0,0.01,0.3,44,0.02429010532796383,0.9448712155445097
mmlu-pro,0,0.01,0.3,45,0.024295980110764503,0.9417080885675554
mmlu-pro,0,0.01,0.3,46,0.024290544912219048,0.9539087211929508
mmlu-pro,0,0.01,0.3,47,0.024293383583426476,0.94713059195662
mmlu-pro,0,0.01,0.3,48,0.024304088205099106,0.9507455942159965
mmlu-pro,0,0.01,0.3,49,0.024303726851940155,0.938996836873023
mmlu-pro,0,0.01,0.3,50,0.02429286763072014,0.9534568459105287
mmlu-pro,0,0.01,0.3,51,0.02430620603263378,0.9448712155445097
mmlu-pro,0,0.01,0.3,52,0.024295970797538757,0.9588793492995934
mmlu-pro,0,0.01,0.3,53,0.02429402805864811,0.947582467239042
mmlu-pro,0,0.01,0.3,54,0.024302637204527855,0.9435155896972436
mmlu-pro,0,0.01,0.3,55,0.02429608441889286,0.9448712155445097
mmlu-pro,0,0.01,0.3,56,0.02429860644042492,0.9575237234523272
mmlu-pro,0,0.01,0.3,57,0.02431355230510235,0.9543605964753729
mmlu-pro,0,0.01,0.3,58,0.024280844256281853,0.947582467239042
mmlu-pro,0,0.01,0.3,59,0.024294020608067513,0.9435155896972436
mmlu-pro,0,0.01,0.3,60,0.02430110238492489,0.9530049706281066
mmlu-pro,0,0.01,0.3,61,0.024288618937134743,0.9521012200632626
mmlu-pro,0,0.01,0.3,62,0.024292519316077232,0.9539087211929508
mmlu-pro,0,0.01,0.3,63,0.024299554526805878,0.9480343425214641
mmlu-pro,0,0.01,0.3,64,0.024287758395075798,0.9385449615906011
mmlu-pro,0,0.01,0.3,65,0.024294830858707428,0.9507455942159965
mmlu-pro,0,0.01,0.325,33,0.02330389805138111,0.9484862178038862
mmlu-pro,0,0.01,0.325,34,0.023313716053962708,0.9448712155445097
mmlu-pro,0,0.01,0.325,35,0.023306438699364662,0.946678716674198
mmlu-pro,0,0.01,0.325,36,0.023297732695937157,0.9493899683687302
mmlu-pro,0,0.01,0.325,37,0.02330324612557888,0.9457749661093539
mmlu-pro,0,0.01,0.325,38,0.02331915870308876,0.9484862178038862
mmlu-pro,0,0.01,0.325,39,0.02329627424478531,0.9548124717577949
mmlu-pro,0,0.01,0.325,40,0.0232996828854084,0.9408043380027112
mmlu-pro,0,0.01,0.325,41,0.02330107055604458,0.9530049706281066
mmlu-pro,0,0.01,0.325,42,0.023305296897888184,0.9453230908269318
mmlu-pro,0,0.01,0.325,43,0.023304933682084084,0.9498418436511523
mmlu-pro,0,0.01,0.325,44,0.02330491691827774,0.9421599638499775
mmlu-pro,0,0.01,0.325,45,0.023309126496315002,0.9421599638499775
mmlu-pro,0,0.01,0.325,46,0.023307403549551964,0.9530049706281066
mmlu-pro,0,0.01,0.325,47,0.0233074389398098,0.9462268413917759
mmlu-pro,0,0.01,0.325,48,0.023313459008932114,0.9493899683687302
mmlu-pro,0,0.01,0.325,49,0.023317702114582062,0.946678716674198
mmlu-pro,0,0.01,0.325,50,0.023308562114834785,0.955716222322639
mmlu-pro,0,0.01,0.325,51,0.023317907005548477,0.9498418436511523
mmlu-pro,0,0.01,0.325,52,0.02331056259572506,0.9606868504292816
mmlu-pro,0,0.01,0.325,53,0.02330603636801243,0.9453230908269318
mmlu-pro,0,0.01,0.325,54,0.023314105346798897,0.9453230908269318
mmlu-pro,0,0.01,0.325,55,0.023311985656619072,0.9480343425214641
mmlu-pro,0,0.01,0.325,56,0.023310774937272072,0.9539087211929508
mmlu-pro,0,0.01,0.325,57,0.02332402393221855,0.9530049706281066
mmlu-pro,0,0.01,0.325,58,0.02329857088625431,0.9548124717577949
mmlu-pro,0,0.01,0.325,59,0.023308346047997475,0.9403524627202893
mmlu-pro,0,0.01,0.325,60,0.02331515960395336,0.9462268413917759
mmlu-pro,0,0.01,0.325,61,0.023302091285586357,0.9539087211929508
mmlu-pro,0,0.01,0.325,62,0.02330709993839264,0.9543605964753729
mmlu-pro,0,0.01,0.325,63,0.023316245526075363,0.9480343425214641
