dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,None,1.0,0.025,0,0.0673140361905098,0.9462268413917759
mmlu-pro,None,1.0,0.025,1,0.0673460066318512,0.9453230908269318
mmlu-pro,None,1.0,0.025,2,0.06690153479576111,0.9448712155445097
mmlu-pro,None,1.0,0.025,3,0.06711036711931229,0.9408043380027112
mmlu-pro,None,1.0,0.025,4,0.06729769706726074,0.9507455942159965
mmlu-pro,None,1.0,0.025,5,0.0669492855668068,0.9403524627202893
mmlu-pro,None,1.0,0.025,6,0.06728306412696838,0.9484862178038862
mmlu-pro,None,1.0,0.025,7,0.0673685371875763,0.9539087211929508
mmlu-pro,None,1.0,0.025,8,0.06726377457380295,0.9480343425214641
mmlu-pro,None,1.0,0.025,9,0.06725797057151794,0.9439674649796657
mmlu-pro,None,1.0,0.025,10,0.06703240424394608,0.9426118391323995
mmlu-pro,None,1.0,0.025,11,0.06750112771987915,0.9489380930863082
mmlu-pro,None,1.0,0.025,12,0.06728425621986389,0.9421599638499775
mmlu-pro,None,1.0,0.025,13,0.06698887050151825,0.9417080885675554
mmlu-pro,None,1.0,0.025,14,0.06687579303979874,0.938093086308179
mmlu-pro,None,1.0,0.025,15,0.06734509766101837,0.9462268413917759
mmlu-pro,None,1.0,0.025,16,0.06717128306627274,0.9521012200632626
mmlu-pro,None,1.0,0.025,17,0.06726609915494919,0.947582467239042
mmlu-pro,None,1.0,0.025,18,0.06738881021738052,0.947582467239042
mmlu-pro,None,1.0,0.025,19,0.06715796142816544,0.9403524627202893
mmlu-pro,None,1.0,0.025,20,0.06721547991037369,0.9444193402620877
mmlu-pro,None,1.0,0.025,21,0.06706401705741882,0.9417080885675554
mmlu-pro,None,1.0,0.025,22,0.06705846637487411,0.9516493447808405
mmlu-pro,None,1.0,0.025,23,0.06690045446157455,0.9417080885675554
mmlu-pro,None,1.0,0.025,24,0.06727975606918335,0.9430637144148215
mmlu-pro,None,1.0,0.025,25,0.06762421876192093,0.9566199728874831
mmlu-pro,None,1.0,0.025,26,0.06673090904951096,0.9353818346136467
mmlu-pro,None,1.0,0.025,27,0.06734800338745117,0.9516493447808405
mmlu-pro,None,1.0,0.025,28,0.06694839149713516,0.9444193402620877
mmlu-pro,None,1.0,0.025,29,0.06744229793548584,0.9448712155445097
mmlu-pro,None,1.0,0.025,30,0.06697603315114975,0.9403524627202893
mmlu-pro,None,1.0,0.025,31,0.06706556677818298,0.9408043380027112
mmlu-pro,None,1.0,0.025,32,0.06711220741271973,0.9417080885675554
mmlu-pro,None,1.0,0.05,0,0.04223337396979332,0.9426118391323995
mmlu-pro,None,1.0,0.05,1,0.0423683226108551,0.9412562132851333
mmlu-pro,None,1.0,0.05,2,0.04222055897116661,0.9426118391323995
mmlu-pro,None,1.0,0.05,3,0.042429856956005096,0.9525530953456847
mmlu-pro,None,1.0,0.05,4,0.04249284788966179,0.9502937189335744
mmlu-pro,None,1.0,0.05,5,0.0425877682864666,0.9376412110257569
mmlu-pro,None,1.0,0.05,6,0.04215749725699425,0.9435155896972436
mmlu-pro,None,1.0,0.05,7,0.042534224689006805,0.9435155896972436
mmlu-pro,None,1.0,0.05,8,0.04225067049264908,0.9489380930863082
mmlu-pro,None,1.0,0.05,9,0.042397353798151016,0.946678716674198
mmlu-pro,None,1.0,0.05,10,0.042263105511665344,0.9421599638499775
mmlu-pro,None,1.0,0.05,11,0.04267675429582596,0.9453230908269318
mmlu-pro,None,1.0,0.05,12,0.04236949235200882,0.9525530953456847
mmlu-pro,None,1.0,0.05,13,0.0421806275844574,0.9385449615906011
mmlu-pro,None,1.0,0.05,14,0.042361240833997726,0.9457749661093539
mmlu-pro,None,1.0,0.05,15,0.04246316850185394,0.9426118391323995
mmlu-pro,None,1.0,0.05,16,0.042453277856111526,0.9362855851784908
mmlu-pro,None,1.0,0.05,17,0.042276132851839066,0.9489380930863082
mmlu-pro,None,1.0,0.05,18,0.04233083873987198,0.9376412110257569
mmlu-pro,None,1.0,0.05,19,0.042427629232406616,0.9457749661093539
mmlu-pro,None,1.0,0.05,20,0.04239272326231003,0.94713059195662
mmlu-pro,None,1.0,0.05,21,0.042257968336343765,0.946678716674198
mmlu-pro,None,1.0,0.05,22,0.04246872663497925,0.9498418436511523
mmlu-pro,None,1.0,0.05,23,0.042254701256752014,0.9462268413917759
mmlu-pro,None,1.0,0.05,24,0.04246894642710686,0.9376412110257569
mmlu-pro,None,1.0,0.05,25,0.04241161048412323,0.9548124717577949
mmlu-pro,None,1.0,0.05,26,0.04222247004508972,0.947582467239042
mmlu-pro,None,1.0,0.05,27,0.0424499474465847,0.9426118391323995
mmlu-pro,None,1.0,0.05,28,0.042051300406455994,0.9480343425214641
mmlu-pro,None,1.0,0.05,29,0.04237886145710945,0.9480343425214641
mmlu-pro,None,1.0,0.05,30,0.04262285679578781,0.9507455942159965
mmlu-pro,None,1.0,0.05,31,0.042254939675331116,0.9448712155445097
mmlu-pro,None,1.0,0.05,32,0.04263624548912048,0.9435155896972436
mmlu-pro,None,1.0,0.075,0,0.032041408121585846,0.9511974694984184
mmlu-pro,None,1.0,0.075,1,0.03210680931806564,0.9435155896972436
mmlu-pro,None,1.0,0.075,2,0.032007522881031036,0.9412562132851333
mmlu-pro,None,1.0,0.075,3,0.032165028154850006,0.9484862178038862
mmlu-pro,None,1.0,0.075,4,0.03216846287250519,0.9457749661093539
mmlu-pro,None,1.0,0.075,5,0.03226516395807266,0.938996836873023
mmlu-pro,None,1.0,0.075,6,0.031965285539627075,0.9385449615906011
mmlu-pro,None,1.0,0.075,7,0.03220940753817558,0.9448712155445097
mmlu-pro,None,1.0,0.075,8,0.032005954533815384,0.9403524627202893
mmlu-pro,None,1.0,0.075,9,0.032138753682374954,0.9489380930863082
mmlu-pro,None,1.0,0.075,10,0.031988825649023056,0.9484862178038862
mmlu-pro,None,1.0,0.075,11,0.032345838844776154,0.9453230908269318
mmlu-pro,None,1.0,0.075,12,0.03206450119614601,0.9521012200632626
mmlu-pro,None,1.0,0.075,13,0.03201431781053543,0.9412562132851333
mmlu-pro,None,1.0,0.075,14,0.03210286423563957,0.9408043380027112
mmlu-pro,None,1.0,0.075,15,0.03218510374426842,0.9403524627202893
mmlu-pro,None,1.0,0.075,16,0.03211050108075142,0.9457749661093539
mmlu-pro,None,1.0,0.075,17,0.03205716982483864,0.9530049706281066
mmlu-pro,None,1.0,0.075,18,0.03203192725777626,0.9457749661093539
mmlu-pro,None,1.0,0.075,19,0.032158322632312775,0.9480343425214641
mmlu-pro,None,1.0,0.075,20,0.032079048454761505,0.9408043380027112
mmlu-pro,None,1.0,0.075,21,0.03204802796244621,0.9435155896972436
mmlu-pro,None,1.0,0.075,22,0.032189421355724335,0.9534568459105287
mmlu-pro,None,1.0,0.075,23,0.03204352408647537,0.9480343425214641
mmlu-pro,None,1.0,0.075,24,0.03217387571930885,0.9525530953456847
mmlu-pro,None,1.0,0.075,25,0.03214859217405319,0.9539087211929508
mmlu-pro,None,1.0,0.075,26,0.03202306106686592,0.9516493447808405
mmlu-pro,None,1.0,0.075,27,0.03214190527796745,0.9484862178038862
mmlu-pro,None,1.0,0.075,28,0.03191512078046799,0.9412562132851333
mmlu-pro,None,1.0,0.075,29,0.03208118677139282,0.9534568459105287
mmlu-pro,None,1.0,0.075,30,0.03222343698143959,0.9584274740171713
mmlu-pro,None,1.0,0.075,31,0.03209338337182999,0.9534568459105287
