dataset,n_full_obs,mcar_obs_prob,prop_budget,seed,mean_width,coverage
mmlu-pro,0,0.01,0.275,66,0.025409486144781113,0.9502937189335744
mmlu-pro,0,0.01,0.275,67,0.025406019762158394,0.9552643470402169
mmlu-pro,0,0.01,0.275,68,0.025413768365979195,0.9530049706281066
mmlu-pro,0,0.01,0.275,69,0.02541418746113777,0.9525530953456847
mmlu-pro,0,0.01,0.275,70,0.025404682382941246,0.9629462268413919
mmlu-pro,0,0.01,0.275,71,0.025409633293747902,0.9566199728874831
mmlu-pro,0,0.01,0.275,72,0.025420237332582474,0.9502937189335744
mmlu-pro,0,0.01,0.275,73,0.025427039712667465,0.9453230908269318
mmlu-pro,0,0.01,0.275,74,0.02540808543562889,0.9480343425214641
mmlu-pro,0,0.01,0.275,75,0.025414153933525085,0.955716222322639
mmlu-pro,0,0.01,0.275,76,0.025417694821953773,0.9548124717577949
mmlu-pro,0,0.01,0.275,77,0.02542368695139885,0.9521012200632626
mmlu-pro,0,0.01,0.275,78,0.025408335030078888,0.9480343425214641
mmlu-pro,0,0.01,0.275,79,0.025406017899513245,0.9511974694984184
mmlu-pro,0,0.01,0.275,80,0.02541644684970379,0.94713059195662
mmlu-pro,0,0.01,0.275,81,0.025432966649532318,0.9507455942159965
mmlu-pro,0,0.01,0.275,82,0.02541339583694935,0.9462268413917759
mmlu-pro,0,0.01,0.275,83,0.025421785190701485,0.947582467239042
mmlu-pro,0,0.01,0.275,84,0.02543490193784237,0.9444193402620877
mmlu-pro,0,0.01,0.275,85,0.0254212599247694,0.9525530953456847
mmlu-pro,0,0.01,0.275,86,0.025421392172574997,0.9530049706281066
mmlu-pro,0,0.01,0.275,87,0.02540283277630806,0.9507455942159965
mmlu-pro,0,0.01,0.275,88,0.025404399260878563,0.9493899683687302
mmlu-pro,0,0.01,0.275,89,0.025421317666769028,0.956168097605061
mmlu-pro,0,0.01,0.275,90,0.025408755987882614,0.9502937189335744
mmlu-pro,0,0.01,0.275,91,0.025409668684005737,0.9552643470402169
mmlu-pro,0,0.01,0.275,92,0.025410735979676247,0.9493899683687302
mmlu-pro,0,0.01,0.275,93,0.02541252225637436,0.9516493447808405
mmlu-pro,0,0.01,0.275,94,0.025406379252672195,0.9480343425214641
mmlu-pro,0,0.01,0.275,95,0.025414295494556427,0.9511974694984184
mmlu-pro,0,0.01,0.275,96,0.02540440671145916,0.9507455942159965
mmlu-pro,0,0.01,0.275,97,0.02540379948914051,0.9534568459105287
mmlu-pro,0,0.01,0.275,98,0.02542179264128208,0.946678716674198
mmlu-pro,0,0.01,0.275,99,0.025423802435398102,0.9516493447808405
mmlu-pro,0,0.01,0.3,66,0.024291299283504486,0.9539087211929508
mmlu-pro,0,0.01,0.3,67,0.02428499609231949,0.9566199728874831
mmlu-pro,0,0.01,0.3,68,0.024292171001434326,0.9502937189335744
mmlu-pro,0,0.01,0.3,69,0.02429412677884102,0.9502937189335744
mmlu-pro,0,0.01,0.3,70,0.024288594722747803,0.9620424762765477
mmlu-pro,0,0.01,0.3,71,0.024289878085255623,0.96475372797108
mmlu-pro,0,0.01,0.3,72,0.024298176169395447,0.9516493447808405
mmlu-pro,0,0.01,0.3,73,0.024305393919348717,0.9444193402620877
mmlu-pro,0,0.01,0.3,74,0.024290263652801514,0.9484862178038862
mmlu-pro,0,0.01,0.3,75,0.0242916326969862,0.9548124717577949
mmlu-pro,0,0.01,0.3,76,0.024297859519720078,0.9548124717577949
mmlu-pro,0,0.01,0.3,77,0.02430330216884613,0.9525530953456847
mmlu-pro,0,0.01,0.3,78,0.024284429848194122,0.9484862178038862
mmlu-pro,0,0.01,0.3,79,0.02428501471877098,0.9507455942159965
mmlu-pro,0,0.01,0.3,80,0.02429261803627014,0.9521012200632626
mmlu-pro,0,0.01,0.3,81,0.024309653788805008,0.9521012200632626
mmlu-pro,0,0.01,0.3,82,0.02429351769387722,0.9435155896972436
mmlu-pro,0,0.01,0.3,83,0.024302145466208458,0.947582467239042
mmlu-pro,0,0.01,0.3,84,0.024309778586030006,0.9448712155445097
mmlu-pro,0,0.01,0.3,85,0.02429562620818615,0.9480343425214641
