lb,ub,interval width,coverage,estimator,$n_b$,mean_width,prop_budget,seed
-0.04480511,0.055718765,0.100523874,1,faq (full var),950,,,
-0.044835865,0.05574952,0.100585386,1,faq (simp var),950,,,
-0.045245863,0.04587759,0.091123454,1,faq (full var),950,,,
-0.0452517,0.04588343,0.09113513,1,faq (simp var),950,,,
-0.07435121,0.01980916,0.09416036,1,faq (full var),950,,,
-0.07436916,0.019827109,0.094196275,1,faq (simp var),950,,,
-0.063158184,0.025679784,0.08883797,1,faq (full var),950,,,
-0.06316572,0.025687316,0.08885303,1,faq (simp var),950,,,
-0.04127382,0.055846173,0.097119994,1,faq (full var),950,,,
-0.04127384,0.055846192,0.09712003,1,faq (simp var),950,,,
-0.05784804,0.029236827,0.08708487,1,faq (full var),950,,,
-0.057848718,0.029237505,0.08708622,1,faq (simp var),950,,,
-0.02280742,0.08762242,0.11042984,1,faq (full var),950,,,
-0.022837598,0.087652594,0.11049019,1,faq (simp var),950,,,
-0.08394468,-0.0013100989,0.08263458,0,faq (full var),950,,,
-0.084099606,-0.0011551715,0.08294444,0,faq (simp var),950,,,
-0.06811064,0.018273199,0.086383834,1,faq (full var),950,,,
-0.06817646,0.018339029,0.08651549,1,faq (simp var),950,,,
-0.06193714,0.017833887,0.07977103,1,faq (full var),950,,,
-0.061990738,0.017887486,0.079878226,1,faq (simp var),950,,,
-0.05834501,0.028563771,0.08690878,1,faq (full var),950,,,
-0.05835038,0.028569143,0.086919524,1,faq (simp var),950,,,
-0.0449939,0.055876903,0.1008708,1,faq (full var),950,,,
-0.044994626,0.05587763,0.100872256,1,faq (simp var),950,,,
-0.053815067,0.028055971,0.08187104,1,faq (full var),950,,,
-0.05383981,0.028080715,0.08192053,1,faq (simp var),950,,,
-0.06247379,0.018846551,0.08132034,1,faq (full var),950,,,
-0.062473796,0.018846558,0.08132035,1,faq (simp var),950,,,
-0.022999473,0.079131864,0.10213134,1,faq (full var),950,,,
-0.023048922,0.07918131,0.102230236,1,faq (simp var),950,,,
-0.068590626,0.0024721138,0.07106274,1,faq (full var),950,,,
-0.06863123,0.002512727,0.071143955,1,faq (simp var),950,,,
-0.050757997,0.0434997,0.0942577,1,faq (full var),950,,,
-0.050758734,0.04350044,0.09425917,1,faq (simp var),950,,,
-0.0024488866,0.0951081,0.097556986,1,faq (full var),950,,,
-0.0024888255,0.09514804,0.09763686,1,faq (simp var),950,,,
-0.07865785,0.0051056966,0.08376355,1,faq (full var),950,,,
-0.07871831,0.005166158,0.08388447,1,faq (simp var),950,,,
-0.040352087,0.050854366,0.091206454,1,faq (full var),950,,,
-0.04036396,0.05086624,0.0912302,1,faq (simp var),950,,,
-0.053731494,0.040777788,0.09450928,1,faq (full var),950,,,
-0.053744916,0.04079121,0.094536126,1,faq (simp var),950,,,
-0.07510427,-0.0056686364,0.069435626,0,faq (full var),950,,,
-0.07519476,-0.005578134,0.06961663,0,faq (simp var),950,,,
-0.051523842,0.04405681,0.09558065,1,faq (full var),950,,,
-0.051525805,0.044058774,0.09558458,1,faq (simp var),950,,,
-0.022766296,0.091185644,0.11395194,1,faq (full var),950,,,
-0.022788864,0.091208205,0.11399707,1,faq (simp var),950,,,
-0.032771744,0.07943581,0.112207554,1,faq (full var),950,,,
-0.03279726,0.07946132,0.11225858,1,faq (simp var),950,,,
-0.05303505,0.027695477,0.08073053,1,faq (full var),950,,,
-0.053092096,0.027752522,0.08084462,1,faq (simp var),950,,,
-0.067523345,0.013609778,0.08113313,1,faq (full var),950,,,
-0.067542166,0.013628598,0.08117077,1,faq (simp var),950,,,
-0.080824,0.010879796,0.0917038,1,faq (full var),950,,,
-0.08083152,0.010887317,0.09171884,1,faq (simp var),950,,,
-0.052376837,0.030952709,0.08332954,1,faq (full var),950,,,
-0.052394256,0.030970132,0.08336439,1,faq (simp var),950,,,
-0.06468315,0.031169258,0.095852405,1,faq (full var),950,,,
-0.06469854,0.031184651,0.09588319,1,faq (simp var),950,,,
-0.03390417,0.07320474,0.107108906,1,faq (full var),950,,,
-0.033928182,0.07322876,0.10715695,1,faq (simp var),950,,,
-0.046027485,0.041300092,0.08732758,1,faq (full var),950,,,
-0.046074923,0.04134753,0.08742245,1,faq (simp var),950,,,
-0.022953918,0.07834096,0.10129488,1,faq (full var),950,,,
-0.022991905,0.07837895,0.101370856,1,faq (simp var),950,,,
-0.052487332,0.03346354,0.085950874,1,faq (full var),950,,,
-0.052488364,0.033464573,0.08595294,1,faq (simp var),950,,,
-0.074250475,0.010958526,0.085209,1,faq (full var),950,,,
-0.0742888,0.010996848,0.08528565,1,faq (simp var),950,,,
0.042905737,0.14757618,0.10467045,0,faq (full var),950,,,
0.042678043,0.14780387,0.10512583,0,faq (simp var),950,,,
0.0035801902,0.102273606,0.098693416,0,faq (full var),950,,,
0.0035053045,0.10234849,0.09884319,0,faq (simp var),950,,,
-0.09105836,-0.0003973283,0.090661034,0,faq (full var),950,,,
-0.091114484,-0.00034119934,0.090773284,0,faq (simp var),950,,,
-0.031277284,0.05425521,0.085532494,1,faq (full var),950,,,
-0.03128938,0.054267306,0.085556686,1,faq (simp var),950,,,
0.015284359,0.12857999,0.11329563,0,faq (full var),950,,,
0.015150204,0.12871414,0.11356394,0,faq (simp var),950,,,
-0.05073373,0.039238192,0.08997192,1,faq (full var),950,,,
-0.050734714,0.039239176,0.08997389,1,faq (simp var),950,,,
-0.09068695,-0.010826159,0.07986079,0,faq (full var),950,,,
-0.09078026,-0.010732848,0.08004741,0,faq (simp var),950,,,
-0.046136774,0.0410577,0.08719447,1,faq (full var),950,,,
-0.046143692,0.041064616,0.08720831,1,faq (simp var),950,,,
-0.014276046,0.09522174,0.109497786,1,faq (full var),950,,,
-0.0143589005,0.0953046,0.1096635,1,faq (simp var),950,,,
-0.059586972,0.035764873,0.095351845,1,faq (full var),950,,,
-0.059587106,0.035765007,0.09535211,1,faq (simp var),950,,,
-0.043706115,0.04942393,0.093130045,1,faq (full var),950,,,
-0.04370612,0.049423933,0.09313005,1,faq (simp var),950,,,
-0.041946292,0.05122838,0.09317467,1,faq (full var),950,,,
-0.041947886,0.051229976,0.09317786,1,faq (simp var),950,,,
-0.017254274,0.07979733,0.097051606,1,faq (full var),950,,,
-0.01726878,0.07981183,0.0970806,1,faq (simp var),950,,,
-0.048024636,0.05381493,0.101839565,1,faq (full var),950,,,
-0.048040163,0.053830456,0.10187062,1,faq (simp var),950,,,
-0.06013538,0.027387707,0.08752309,1,faq (full var),950,,,
-0.06017589,0.027428215,0.087604105,1,faq (simp var),950,,,
-0.057868857,0.034018222,0.09188708,1,faq (full var),950,,,
-0.057907935,0.0340573,0.091965236,1,faq (simp var),950,,,
-0.02508729,0.06993936,0.09502665,1,faq (full var),950,,,
-0.025096681,0.06994875,0.09504543,1,faq (simp var),950,,,
-0.08643724,-0.0010395497,0.08539769,0,faq (full var),950,,,
-0.08655079,-0.0009260066,0.085624784,0,faq (simp var),950,,,
-0.006425854,0.09181821,0.09824407,1,faq (full var),950,,,
-0.0064819865,0.091874346,0.09835634,1,faq (simp var),950,,,
-0.02537209,0.06465747,0.09002956,1,faq (full var),950,,,
-0.025388176,0.06467356,0.09006173,1,faq (simp var),950,,,
-0.07365437,0.006739989,0.08039436,1,faq (full var),950,,,
-0.07370615,0.0067917705,0.08049792,1,faq (simp var),950,,,
-0.036233723,0.04248994,0.07872366,1,faq (full var),950,,,
-0.03624863,0.042504847,0.07875348,1,faq (simp var),950,,,
-0.048098877,0.050964892,0.09906377,1,faq (full var),950,,,
-0.048121665,0.05098768,0.099109344,1,faq (simp var),950,,,
-0.048020206,0.05358742,0.10160763,1,faq (full var),950,,,
-0.04802218,0.053589396,0.10161158,1,faq (simp var),950,,,
-0.08922978,-0.014528539,0.074701235,0,faq (full var),950,,,
-0.089289606,-0.014468715,0.07482089,0,faq (simp var),950,,,
-0.038064104,0.03518408,0.073248185,1,faq (full var),950,,,
-0.03808973,0.035209708,0.07329944,1,faq (simp var),950,,,
-0.05746333,0.022659745,0.080123074,1,faq (full var),950,,,
-0.057511315,0.02270773,0.080219045,1,faq (simp var),950,,,
-0.006040551,0.0899298,0.09597035,1,faq (full var),950,,,
-0.0060796626,0.089968905,0.09604856,1,faq (simp var),950,,,
-0.019753724,0.089938045,0.10969177,1,faq (full var),950,,,
-0.019775722,0.08996004,0.10973576,1,faq (simp var),950,,,
-0.06067895,0.024892375,0.08557133,1,faq (full var),950,,,
-0.060681503,0.024894927,0.08557643,1,faq (simp var),950,,,
-0.057961203,0.02390436,0.081865564,1,faq (full var),950,,,
-0.0580044,0.02394756,0.08195196,1,faq (simp var),950,,,
0.0021849126,0.114547595,0.11236268,0,faq (full var),950,,,
0.0020222329,0.11471027,0.112688035,0,faq (simp var),950,,,
-0.037219577,0.06696239,0.10418197,1,faq (full var),950,,,
-0.037271906,0.067014724,0.104286626,1,faq (simp var),950,,,
-0.024238896,0.06270729,0.08694619,1,faq (full var),950,,,
-0.024239909,0.0627083,0.086948216,1,faq (simp var),950,,,
-0.047967516,0.049532726,0.09750024,1,faq (full var),950,,,
-0.047967516,0.049532726,0.09750024,1,faq (simp var),950,,,
-0.07366058,-0.0010751374,0.07258545,0,faq (full var),950,,,
-0.073875904,-0.0008598082,0.07301609,0,faq (simp var),950,,,
-0.07245386,0.008641437,0.08109529,1,faq (full var),950,,,
-0.072472334,0.008659918,0.08113225,1,faq (simp var),950,,,
-0.043151062,0.038526718,0.08167778,1,faq (full var),950,,,
-0.04316471,0.038540367,0.08170508,1,faq (simp var),950,,,
-0.004671879,0.092309475,0.096981354,1,faq (full var),950,,,
-0.0047068186,0.09234442,0.09705123,1,faq (simp var),950,,,
-0.03702913,0.061308313,0.09833744,1,faq (full var),950,,,
-0.037039343,0.061318528,0.09835787,1,faq (simp var),950,,,
-0.07088709,0.020148424,0.091035515,1,faq (full var),950,,,
-0.0708904,0.020151732,0.09104213,1,faq (simp var),950,,,
0.01535422,0.120771796,0.10541758,0,faq (full var),950,,,
0.0152491145,0.12087689,0.105627775,0,faq (simp var),950,,,
-0.058557294,0.021347739,0.07990503,1,faq (full var),950,,,
-0.058585946,0.02137639,0.079962336,1,faq (simp var),950,,,
-0.07415851,0.0039022416,0.07806075,1,faq (full var),950,,,
-0.074183516,0.0039272457,0.07811076,1,faq (simp var),950,,,
-0.056362513,0.027991641,0.084354155,1,faq (full var),950,,,
-0.056377504,0.028006632,0.084384136,1,faq (simp var),950,,,
-0.045055397,0.053442985,0.09849838,1,faq (full var),950,,,
-0.04505583,0.05344341,0.09849924,1,faq (simp var),950,,,
-0.05315594,0.03173021,0.08488615,1,faq (full var),950,,,
-0.05332632,0.03190059,0.08522691,1,faq (simp var),950,,,
-0.047155924,0.049954347,0.09711027,1,faq (full var),950,,,
-0.047155935,0.04995436,0.097110294,1,faq (simp var),950,,,
-0.07531146,0.014355257,0.08966672,1,faq (full var),950,,,
-0.07533367,0.014377467,0.08971114,1,faq (simp var),950,,,
-0.015591107,0.09180426,0.107395366,1,faq (full var),950,,,
-0.015631426,0.09184457,0.107475996,1,faq (simp var),950,,,
-0.024651997,0.07467953,0.09933153,1,faq (full var),950,,,
-0.024652902,0.07468043,0.09933333,1,faq (simp var),950,,,
-0.038958505,0.050787218,0.08974572,1,faq (full var),950,,,
-0.038958706,0.050787427,0.08974613,1,faq (simp var),950,,,
-0.08050291,0.008758541,0.08926146,1,faq (full var),950,,,
-0.080542766,0.008798391,0.089341156,1,faq (simp var),950,,,
-0.04201119,0.045488607,0.0874998,1,faq (full var),950,,,
-0.04202808,0.045505498,0.08753358,1,faq (simp var),950,,,
-0.037500147,0.06157169,0.09907184,1,faq (full var),950,,,
-0.037509475,0.06158102,0.099090494,1,faq (simp var),950,,,
-0.04529876,0.06250367,0.107802436,1,faq (full var),950,,,
-0.045299545,0.062504455,0.107804,1,faq (simp var),950,,,
-0.04124547,0.04484242,0.08608789,1,faq (full var),950,,,
-0.04124708,0.044844028,0.08609111,1,faq (simp var),950,,,
-0.05809582,0.027926935,0.08602276,1,faq (full var),950,,,
-0.05811514,0.027946254,0.086061396,1,faq (simp var),950,,,
0.0029425435,0.11949806,0.11655551,0,faq (full var),950,,,
0.0028282031,0.119612396,0.11678419,0,faq (simp var),950,,,
-0.008166693,0.084051445,0.09221814,1,faq (full var),950,,,
-0.0081836395,0.08406839,0.09225203,1,faq (simp var),950,,,
-0.0074391216,0.10230267,0.10974179,1,faq (full var),950,,,
-0.007556867,0.10242042,0.10997729,1,faq (simp var),950,,,
-0.05922772,0.041619092,0.10084681,1,faq (full var),950,,,
-0.059228536,0.041619908,0.100848444,1,faq (simp var),950,,,
-0.052185882,0.024919752,0.077105634,1,faq (full var),950,,,
-0.052193664,0.024927534,0.0771212,1,faq (simp var),950,,,
-0.01171387,0.10464708,0.11636095,1,faq (full var),950,,,
-0.011750251,0.10468346,0.11643371,1,faq (simp var),950,,,
-0.07601917,0.0106427595,0.08666193,1,faq (full var),950,,,
-0.0760192,0.010642793,0.086661994,1,faq (simp var),950,,,
-0.034658,0.018701762,0.05335976,1,faq (full var),2755,,,
-0.03465872,0.018702481,0.0533612,1,faq (simp var),2755,,,
-0.030176258,0.022856286,0.053032544,1,faq (full var),2755,,,
-0.030178616,0.022858644,0.05303726,1,faq (simp var),2755,,,
-0.039177552,0.012834506,0.052012056,1,faq (full var),2755,,,
-0.039182566,0.0128395185,0.052022085,1,faq (simp var),2755,,,
-0.031154286,0.022550903,0.05370519,1,faq (full var),2755,,,
-0.031158714,0.02255533,0.053714044,1,faq (simp var),2755,,,
-0.03644938,0.019511225,0.055960603,1,faq (full var),2755,,,
-0.03645143,0.019513274,0.0559647,1,faq (simp var),2755,,,
-0.01849021,0.032595113,0.051085323,1,faq (full var),2755,,,
-0.018491523,0.032596428,0.051087953,1,faq (simp var),2755,,,
-0.030143684,0.025973482,0.056117166,1,faq (full var),2755,,,
-0.030145045,0.025974844,0.05611989,1,faq (simp var),2755,,,
-0.045601998,0.0052123405,0.050814338,1,faq (full var),2755,,,
-0.0456146,0.005224945,0.050839543,1,faq (simp var),2755,,,
0.015712276,0.07936858,0.0636563,0,faq (full var),2755,,,
0.015664253,0.0794166,0.06375235,0,faq (simp var),2755,,,
-0.01575736,0.039642327,0.055399686,1,faq (full var),2755,,,
-0.015759014,0.03964398,0.055402994,1,faq (simp var),2755,,,
-0.0011489149,0.053511783,0.0546607,1,faq (full var),2755,,,
-0.0011524111,0.05351528,0.054667693,1,faq (simp var),2755,,,
-0.012343259,0.040113993,0.05245725,1,faq (full var),2755,,,
-0.0123432735,0.040114008,0.05245728,1,faq (simp var),2755,,,
-0.031537175,0.018243989,0.049781166,1,faq (full var),2755,,,
-0.03154865,0.018255465,0.049804114,1,faq (simp var),2755,,,
-0.054441437,-0.0017445087,0.05269693,0,faq (full var),2755,,,
-0.054463126,-0.001722822,0.052740306,0,faq (simp var),2755,,,
-0.041876405,0.010075266,0.05195167,1,faq (full var),2755,,,
-0.04188521,0.010084067,0.051969275,1,faq (simp var),2755,,,
0.001661716,0.062412106,0.060750388,0,faq (full var),2755,,,
0.0016440451,0.06242978,0.060785733,0,faq (simp var),2755,,,
-0.044411656,0.0049492195,0.049360875,1,faq (full var),2755,,,
-0.044418387,0.004955951,0.04937434,1,faq (simp var),2755,,,
-0.062876225,-0.011449017,0.051427208,0,faq (full var),2755,,,
-0.062892094,-0.011433143,0.05145895,0,faq (simp var),2755,,,
-0.018926246,0.036026485,0.054952733,1,faq (full var),2755,,,
-0.01892644,0.03602668,0.05495312,1,faq (simp var),2755,,,
-0.058853906,-0.010556061,0.048297845,0,faq (full var),2755,,,
-0.05887182,-0.010538146,0.048333675,0,faq (simp var),2755,,,
-0.0013196096,0.053525735,0.054845344,1,faq (full var),2755,,,
-0.0013196096,0.053525735,0.054845344,1,faq (simp var),2755,,,
-0.047262594,0.0070780534,0.054340646,1,faq (full var),2755,,,
-0.047271784,0.0070872456,0.05435903,1,faq (simp var),2755,,,
-0.027609568,0.02620142,0.053810988,1,faq (full var),2755,,,
-0.027609577,0.026201429,0.053811006,1,faq (simp var),2755,,,
-0.040767502,0.017334081,0.058101583,1,faq (full var),2755,,,
-0.040767558,0.01733414,0.0581017,1,faq (simp var),2755,,,
-0.030952828,0.01908858,0.050041407,1,faq (full var),2755,,,
-0.030956289,0.01909204,0.05004833,1,faq (simp var),2755,,,
-0.030078487,0.024821943,0.05490043,1,faq (full var),2755,,,
-0.03007895,0.024822405,0.054901354,1,faq (simp var),2755,,,
-0.007853586,0.04351728,0.051370867,1,faq (full var),2755,,,
-0.007865606,0.043529302,0.05139491,1,faq (simp var),2755,,,
-0.039798427,0.014314592,0.05411302,1,faq (full var),2755,,,
-0.039798655,0.014314819,0.054113474,1,faq (simp var),2755,,,
-0.05739267,-0.007964129,0.049428545,0,faq (full var),2755,,,
-0.057411395,-0.007945405,0.04946599,0,faq (simp var),2755,,,
-0.03734712,0.015542981,0.0528901,1,faq (full var),2755,,,
-0.0373532,0.015549063,0.052902263,1,faq (simp var),2755,,,
-0.028474428,0.023371138,0.051845565,1,faq (full var),2755,,,
-0.02848056,0.02337727,0.05185783,1,faq (simp var),2755,,,
0.0020821653,0.054593235,0.05251107,0,faq (full var),2755,,,
0.0020804927,0.054594908,0.052514415,0,faq (simp var),2755,,,
-0.017545294,0.036183137,0.05372843,1,faq (full var),2755,,,
-0.01754772,0.036185566,0.053733286,1,faq (simp var),2755,,,
-0.054801352,-0.0027132165,0.052088134,0,faq (full var),2755,,,
-0.054821745,-0.0026928224,0.052128922,0,faq (simp var),2755,,,
-0.05650319,-0.0068778247,0.049625367,0,faq (full var),2755,,,
-0.0565119,-0.006869115,0.049642786,0,faq (simp var),2755,,,
-0.059549086,-0.012802122,0.04674696,0,faq (full var),2755,,,
-0.059575267,-0.012775945,0.046799324,0,faq (simp var),2755,,,
-0.0037043747,0.05290954,0.056613915,1,faq (full var),2755,,,
-0.0037103835,0.05291555,0.056625932,1,faq (simp var),2755,,,
-0.018576587,0.03549643,0.054073013,1,faq (full var),2755,,,
-0.018583024,0.035502866,0.054085888,1,faq (simp var),2755,,,
-0.017621515,0.038880356,0.056501873,1,faq (full var),2755,,,
-0.017627764,0.038886603,0.056514367,1,faq (simp var),2755,,,
-0.032249313,0.02236056,0.054609872,1,faq (full var),2755,,,
-0.032259326,0.022370573,0.0546299,1,faq (simp var),2755,,,
-0.022864297,0.030104965,0.052969262,1,faq (full var),2755,,,
-0.02286813,0.030108798,0.05297693,1,faq (simp var),2755,,,
0.0070356354,0.06569173,0.058656096,0,faq (full var),2755,,,
0.007021729,0.06570564,0.058683913,0,faq (simp var),2755,,,
-0.013602812,0.044644434,0.058247246,1,faq (full var),2755,,,
-0.01360587,0.044647492,0.058253363,1,faq (simp var),2755,,,
-0.035327055,0.018601876,0.05392893,1,faq (full var),2755,,,
-0.03532866,0.018603481,0.05393214,1,faq (simp var),2755,,,
-0.025076061,0.031408485,0.056484547,1,faq (full var),2755,,,
-0.02507838,0.031410806,0.056489184,1,faq (simp var),2755,,,
-0.027227798,0.030662829,0.057890628,1,faq (full var),2755,,,
-0.027232273,0.030667303,0.057899576,1,faq (simp var),2755,,,
-0.0341423,0.022807019,0.056949317,1,faq (full var),2755,,,
-0.03414464,0.022809356,0.056953996,1,faq (simp var),2755,,,
-0.0025072638,0.053269953,0.055777214,1,faq (full var),2755,,,
-0.0025181342,0.053280823,0.055798955,1,faq (simp var),2755,,,
-0.031489376,0.017772602,0.04926198,1,faq (full var),2755,,,
-0.031499516,0.01778274,0.049282257,1,faq (simp var),2755,,,
-0.03315544,0.017571777,0.05072722,1,faq (full var),2755,,,
-0.033165257,0.017581595,0.05074685,1,faq (simp var),2755,,,
-0.026066946,0.025425827,0.051492773,1,faq (full var),2755,,,
-0.026073921,0.025432803,0.051506724,1,faq (simp var),2755,,,
-0.029058857,0.022697749,0.051756606,1,faq (full var),2755,,,
-0.029072596,0.022711487,0.051784083,1,faq (simp var),2755,,,
-0.022692403,0.03501997,0.057712376,1,faq (full var),2755,,,
-0.022693753,0.03502132,0.057715073,1,faq (simp var),2755,,,
-0.0017212238,0.06171485,0.063436076,1,faq (full var),2755,,,
-0.0017329808,0.061726607,0.06345959,1,faq (simp var),2755,,,
-0.030007537,0.020518508,0.050526045,1,faq (full var),2755,,,
-0.030007554,0.020518525,0.05052608,1,faq (simp var),2755,,,
-0.026779614,0.026447881,0.053227495,1,faq (full var),2755,,,
-0.026780555,0.026448822,0.053229377,1,faq (simp var),2755,,,
-0.03484596,0.020875247,0.05572121,1,faq (full var),2755,,,
-0.034871254,0.020900544,0.055771798,1,faq (simp var),2755,,,
-0.025438815,0.03034161,0.055780426,1,faq (full var),2755,,,
-0.025439022,0.030341817,0.05578084,1,faq (simp var),2755,,,
-0.030212048,0.020997293,0.05120934,1,faq (full var),2755,,,
-0.030212557,0.020997802,0.05121036,1,faq (simp var),2755,,,
-0.035504475,0.018152643,0.05365712,1,faq (full var),2755,,,
-0.03550525,0.018153414,0.053658664,1,faq (simp var),2755,,,
-0.036566436,0.014853435,0.05141987,1,faq (full var),2755,,,
-0.03656646,0.014853453,0.051419914,1,faq (simp var),2755,,,
-0.046180498,0.00018491969,0.046365418,1,faq (full var),2755,,,
-0.04619658,0.0002009999,0.04639758,1,faq (simp var),2755,,,
-0.034709852,0.016803443,0.051513296,1,faq (full var),2755,,,
-0.034710206,0.016803797,0.051514003,1,faq (simp var),2755,,,
-0.03777666,0.013189076,0.050965738,1,faq (full var),2755,,,
-0.037782628,0.013195044,0.050977673,1,faq (simp var),2755,,,
-0.025624232,0.029246805,0.054871038,1,faq (full var),2755,,,
-0.025624879,0.029247452,0.05487233,1,faq (simp var),2755,,,
-0.037254937,0.01830414,0.055559076,1,faq (full var),2755,,,
-0.037255157,0.01830436,0.055559516,1,faq (simp var),2755,,,
-0.005166661,0.051936094,0.057102755,1,faq (full var),2755,,,
-0.0051776934,0.051947124,0.057124816,1,faq (simp var),2755,,,
-0.021504935,0.03449576,0.056000695,1,faq (full var),2755,,,
-0.02150496,0.034495782,0.05600074,1,faq (simp var),2755,,,
-0.03979329,0.012633941,0.052427232,1,faq (full var),2755,,,
-0.039793294,0.012633945,0.05242724,1,faq (simp var),2755,,,
-0.021702828,0.03269443,0.054397255,1,faq (full var),2755,,,
-0.021703413,0.03269501,0.054398425,1,faq (simp var),2755,,,
-0.013540159,0.041010927,0.054551087,1,faq (full var),2755,,,
-0.013542156,0.041012924,0.05455508,1,faq (simp var),2755,,,
-0.019816566,0.038535666,0.058352232,1,faq (full var),2755,,,
-0.019817218,0.038536318,0.058353536,1,faq (simp var),2755,,,
-0.025379704,0.025102453,0.050482158,1,faq (full var),2755,,,
-0.025388902,0.025111651,0.050500553,1,faq (simp var),2755,,,
-0.022325154,0.035826772,0.058151927,1,faq (full var),2755,,,
-0.02232533,0.035826948,0.058152277,1,faq (simp var),2755,,,
-0.023649123,0.030430492,0.054079615,1,faq (full var),2755,,,
-0.0236494,0.03043077,0.05408017,1,faq (simp var),2755,,,
-0.031815894,0.020770906,0.0525868,1,faq (full var),2755,,,
-0.03182194,0.020776954,0.052598894,1,faq (simp var),2755,,,
-0.050281323,1.7974526e-05,0.050299298,1,faq (full var),2755,,,
-0.050323017,5.9667975e-05,0.050382685,1,faq (simp var),2755,,,
-0.038431484,0.014987517,0.053419,1,faq (full var),2755,,,
-0.038431793,0.014987826,0.05341962,1,faq (simp var),2755,,,
-0.0057107657,0.055105325,0.06081609,1,faq (full var),2755,,,
-0.0057219453,0.055116504,0.06083845,1,faq (simp var),2755,,,
-0.00434519,0.051882353,0.056227542,1,faq (full var),2755,,,
-0.0043452904,0.051882453,0.056227744,1,faq (simp var),2755,,,
-0.03308616,0.018929692,0.05201585,1,faq (full var),2755,,,
-0.03309098,0.01893451,0.05202549,1,faq (simp var),2755,,,
-0.008767141,0.05183038,0.060597524,1,faq (full var),2755,,,
-0.008781139,0.051844377,0.060625516,1,faq (simp var),2755,,,
-0.028706484,0.025140073,0.053846557,1,faq (full var),2755,,,
-0.028706878,0.025140468,0.053847346,1,faq (simp var),2755,,,
0.006842863,0.06779803,0.06095517,0,faq (full var),2755,,,
0.006821925,0.06781897,0.060997047,0,faq (simp var),2755,,,
-0.021533774,0.03204388,0.053577654,1,faq (full var),2755,,,
-0.021537524,0.032047633,0.053585157,1,faq (simp var),2755,,,
-0.03722824,0.016950332,0.054178573,1,faq (full var),2755,,,
-0.03722836,0.016950449,0.05417881,1,faq (simp var),2755,,,
-0.036331516,0.019585066,0.05591658,1,faq (full var),2755,,,
-0.036331844,0.019585393,0.055917237,1,faq (simp var),2755,,,
-0.020198386,0.03383109,0.054029476,1,faq (full var),2755,,,
-0.020199787,0.03383249,0.054032277,1,faq (simp var),2755,,,
-0.020758884,0.029322522,0.050081406,1,faq (full var),2755,,,
-0.020768363,0.029332,0.050100364,1,faq (simp var),2755,,,
-0.013577425,0.042922802,0.056500226,1,faq (full var),2755,,,
-0.013583132,0.04292851,0.05651164,1,faq (simp var),2755,,,
-0.011803756,0.042188354,0.053992108,1,faq (full var),2755,,,
-0.011803849,0.042188443,0.053992294,1,faq (simp var),2755,,,
-0.020341476,0.03521927,0.055560745,1,faq (full var),2755,,,
-0.020341657,0.035219453,0.05556111,1,faq (simp var),2755,,,
-0.01360721,0.042594634,0.056201845,1,faq (full var),2755,,,
-0.013607331,0.042594757,0.056202088,1,faq (simp var),2755,,,
-0.04446958,0.008373676,0.052843258,1,faq (full var),2755,,,
-0.04447688,0.008380974,0.052857853,1,faq (simp var),2755,,,
-0.026831789,0.030913772,0.05774556,1,faq (full var),2755,,,
-0.026831891,0.030913875,0.057745766,1,faq (simp var),2755,,,
-0.023136755,0.031058552,0.054195307,1,faq (full var),2755,,,
-0.023138018,0.031059815,0.054197833,1,faq (simp var),2755,,,
-0.014577716,0.041467324,0.05604504,1,faq (full var),2755,,,
-0.014577811,0.04146742,0.05604523,1,faq (simp var),2755,,,
-0.018565863,0.040729262,0.059295125,1,faq (full var),2755,,,
-0.018572792,0.040736195,0.059308987,1,faq (simp var),2755,,,
-0.046799347,0.002955636,0.049754985,1,faq (full var),2755,,,
-0.04682651,0.002982797,0.049809307,1,faq (simp var),2755,,,
-0.026097558,0.028090041,0.0541876,1,faq (full var),2755,,,
-0.02609839,0.028090872,0.05418926,1,faq (simp var),2755,,,
0.0026407223,0.046670936,0.044030212,0,faq (full var),4561,,,
0.0026337747,0.046677887,0.044044115,0,faq (simp var),4561,,,
-0.03188897,0.010015809,0.041904777,1,faq (full var),4561,,,
-0.0318891,0.010015939,0.041905038,1,faq (simp var),4561,,,
-0.018708419,0.025519531,0.04422795,1,faq (full var),4561,,,
-0.018711323,0.025522435,0.044233758,1,faq (simp var),4561,,,
-0.030383524,0.011091106,0.04147463,1,faq (full var),4561,,,
-0.030384894,0.011092477,0.04147737,1,faq (simp var),4561,,,
-0.032996945,0.00983438,0.042831324,1,faq (full var),4561,,,
-0.033000257,0.009837694,0.04283795,1,faq (simp var),4561,,,
-0.022548698,0.020214587,0.042763285,1,faq (full var),4561,,,
-0.02254871,0.0202146,0.04276331,1,faq (simp var),4561,,,
-0.015727274,0.027041014,0.04276829,1,faq (full var),4561,,,
-0.01572733,0.027041074,0.042768404,1,faq (simp var),4561,,,
-0.033882815,0.007675972,0.041558787,1,faq (full var),4561,,,
-0.033887573,0.007680729,0.0415683,1,faq (simp var),4561,,,
-0.031126913,0.009386692,0.040513605,1,faq (full var),4561,,,
-0.031129386,0.009389166,0.040518552,1,faq (simp var),4561,,,
-0.006506202,0.036581624,0.043087825,1,faq (full var),4561,,,
-0.006517031,0.036592454,0.043109484,1,faq (simp var),4561,,,
