lb,ub,mean_width,coverage,estimator,$n_b$,prop_budget,seed
-0.11484551,-0.07352773,0.041317776,1,classical,1900,0.004999460584515881,0
-0.11423282,-0.07175143,0.042481393,1,classical,1900,0.004999460584515881,1
-0.12586656,-0.08280916,0.043057404,1,classical,1900,0.004999460584515881,2
-0.12877081,-0.08534027,0.043430544,1,classical,1900,0.004999460584515881,3
-0.12262775,-0.07738991,0.04523784,1,classical,1900,0.004999460584515881,4
-0.12689142,-0.081214175,0.045677245,1,classical,1900,0.004999460584515881,5
-0.11824351,-0.07564493,0.042598575,1,classical,1900,0.004999460584515881,6
-0.15254942,-0.112140454,0.04040896,0,classical,1900,0.004999460584515881,7
-0.11398196,-0.06715019,0.04683177,1,classical,1900,0.004999460584515881,8
-0.12660843,-0.08570273,0.0409057,1,classical,1900,0.004999460584515881,9
-0.12109661,-0.07600534,0.04509127,1,classical,1900,0.004999460584515881,10
-0.13077521,-0.089345366,0.041429847,1,classical,1900,0.004999460584515881,11
-0.12625559,-0.084875904,0.041379683,1,classical,1900,0.004999460584515881,12
-0.13150913,-0.09557232,0.035936803,1,classical,1900,0.004999460584515881,13
-0.13581201,-0.0945076,0.041304417,1,classical,1900,0.004999460584515881,14
-0.11947833,-0.07391332,0.04556501,1,classical,1900,0.004999460584515881,15
-0.13111673,-0.093546584,0.03757015,1,classical,1900,0.004999460584515881,16
-0.12747715,-0.0835747,0.043902457,1,classical,1900,0.004999460584515881,17
-0.13875704,-0.09782989,0.040927142,1,classical,1900,0.004999460584515881,18
-0.13346331,-0.09379682,0.03966649,1,classical,1900,0.004999460584515881,19
-0.13094711,-0.08783885,0.043108262,1,classical,1900,0.004999460584515881,20
-0.12597537,-0.08218117,0.0437942,1,classical,1900,0.004999460584515881,21
-0.10684035,-0.06148214,0.04535821,1,classical,1900,0.004999460584515881,22
-0.11802753,-0.07312975,0.04489778,1,classical,1900,0.004999460584515881,23
-0.13834083,-0.097567074,0.040773757,1,classical,1900,0.004999460584515881,24
-0.109056085,-0.06498103,0.044075057,1,classical,1900,0.004999460584515881,25
-0.12387801,-0.08391119,0.03996682,1,classical,1900,0.004999460584515881,26
-0.13647693,-0.097608246,0.038868688,1,classical,1900,0.004999460584515881,27
-0.11564895,-0.07160828,0.044040665,1,classical,1900,0.004999460584515881,28
-0.12314734,-0.082209006,0.040938333,1,classical,1900,0.004999460584515881,29
-0.11434745,-0.06947369,0.04487376,1,classical,1900,0.004999460584515881,30
-0.11056939,-0.05925994,0.051309448,1,classical,1900,0.004999460584515881,31
-0.13689494,-0.09997323,0.03692171,1,classical,1900,0.004999460584515881,32
-0.12510677,-0.08260457,0.042502195,1,classical,1900,0.004999460584515881,33
-0.112526804,-0.069219455,0.04330735,1,classical,1900,0.004999460584515881,34
-0.11795598,-0.07008673,0.04786925,1,classical,1900,0.004999460584515881,35
-0.11700017,-0.073102586,0.043897584,1,classical,1900,0.004999460584515881,36
-0.125284,-0.08343001,0.041853994,1,classical,1900,0.004999460584515881,37
-0.12326215,-0.07582748,0.047434673,1,classical,1900,0.004999460584515881,38
-0.13675599,-0.09533246,0.04142353,1,classical,1900,0.004999460584515881,39
-0.11763391,-0.07379469,0.043839216,1,classical,1900,0.004999460584515881,40
-0.14956427,-0.11044496,0.039119303,0,classical,1900,0.004999460584515881,41
-0.12598684,-0.08386254,0.0421243,1,classical,1900,0.004999460584515881,42
-0.1334252,-0.09249876,0.04092645,1,classical,1900,0.004999460584515881,43
-0.13044837,-0.09259954,0.03784883,1,classical,1900,0.004999460584515881,44
-0.14818585,-0.10877395,0.039411902,0,classical,1900,0.004999460584515881,45
-0.11945441,-0.07508932,0.044365093,1,classical,1900,0.004999460584515881,46
-0.12388483,-0.08100243,0.042882398,1,classical,1900,0.004999460584515881,47
-0.12072686,-0.075330384,0.045396477,1,classical,1900,0.004999460584515881,48
-0.13657859,-0.09530479,0.041273803,1,classical,1900,0.004999460584515881,49
-0.13466509,-0.094500944,0.040164143,1,classical,1900,0.004999460584515881,50
-0.109236926,-0.06523575,0.044001177,1,classical,1900,0.004999460584515881,51
-0.11318913,-0.06763576,0.04555337,1,classical,1900,0.004999460584515881,52
-0.11287172,-0.06810622,0.044765502,1,classical,1900,0.004999460584515881,53
-0.13907968,-0.09793933,0.041140348,1,classical,1900,0.004999460584515881,54
-0.11950746,-0.074497014,0.045010448,1,classical,1900,0.004999460584515881,55
-0.11360633,-0.07176212,0.041844204,1,classical,1900,0.004999460584515881,56
-0.1116212,-0.068942115,0.042679086,1,classical,1900,0.004999460584515881,57
-0.13589905,-0.09604176,0.03985729,1,classical,1900,0.004999460584515881,58
-0.13608073,-0.098271355,0.037809372,1,classical,1900,0.004999460584515881,59
-0.1315839,-0.090121366,0.041462533,1,classical,1900,0.004999460584515881,60
-0.13449469,-0.09210955,0.04238514,1,classical,1900,0.004999460584515881,61
-0.12950774,-0.08764677,0.041860968,1,classical,1900,0.004999460584515881,62
-0.12296698,-0.08003283,0.04293415,1,classical,1900,0.004999460584515881,63
-0.11799474,-0.07429366,0.043701082,1,classical,1900,0.004999460584515881,64
-0.13180281,-0.09227535,0.03952746,1,classical,1900,0.004999460584515881,65
-0.121780165,-0.0785288,0.043251365,1,classical,1900,0.004999460584515881,66
-0.12665066,-0.08411722,0.042533442,1,classical,1900,0.004999460584515881,67
-0.12561963,-0.083731115,0.04188852,1,classical,1900,0.004999460584515881,68
-0.11286135,-0.066768676,0.046092674,1,classical,1900,0.004999460584515881,69
-0.12841357,-0.08485829,0.043555282,1,classical,1900,0.004999460584515881,70
-0.14008982,-0.0967321,0.043357722,1,classical,1900,0.004999460584515881,71
-0.12716794,-0.0862296,0.04093834,1,classical,1900,0.004999460584515881,72
-0.12497313,-0.081537664,0.04343547,1,classical,1900,0.004999460584515881,73
-0.12967096,-0.08770532,0.04196564,1,classical,1900,0.004999460584515881,74
-0.13695431,-0.09731521,0.0396391,1,classical,1900,0.004999460584515881,75
-0.10440424,-0.058914095,0.045490146,1,classical,1900,0.004999460584515881,76
