group,prop_budget,method,seed,width,coverage
all,0.0100,bernoulli-active,333,0.21015453338623047,1.0
all,0.0100,bernoulli-active,334,0.1127634048461914,1.0
all,0.0100,bernoulli-active,335,0.11757493019104004,1.0
all,0.0100,bernoulli-active,336,0.13608253002166748,1.0
all,0.0100,bernoulli-active,337,0.11875736713409424,1.0
all,0.0100,bernoulli-active,338,0.1375488042831421,1.0
all,0.0100,bernoulli-active,339,0.14567172527313232,1.0
all,0.0100,bernoulli-active,340,0.09960031509399414,1.0
all,0.0100,bernoulli-active,341,0.10851669311523438,1.0
all,0.0100,bernoulli-active,342,0.1279737949371338,1.0
all,0.0100,bernoulli-active,343,0.15624117851257324,1.0
all,0.0100,bernoulli-active,344,0.13378727436065674,1.0
all,0.0100,bernoulli-active,345,0.1497896909713745,1.0
all,0.0100,bernoulli-active,346,0.16370952129364014,1.0
all,0.0100,bernoulli-active,347,0.17126989364624023,1.0
all,0.0100,bernoulli-active,348,0.11001026630401611,1.0
all,0.0100,bernoulli-active,349,0.15013813972473145,1.0
all,0.0100,bernoulli-active,350,0.11470901966094971,1.0
all,0.0100,bernoulli-active,351,0.16750431060791016,1.0
all,0.0100,bernoulli-active,352,0.11000359058380127,1.0
all,0.0100,bernoulli-active,353,0.15598905086517334,1.0
all,0.0100,bernoulli-active,354,0.13898062705993652,1.0
all,0.0100,bernoulli-active,355,0.14748728275299072,1.0
all,0.0100,bernoulli-active,356,0.14611876010894775,1.0
all,0.0100,bernoulli-active,357,0.13335061073303223,0.0
all,0.0100,bernoulli-active,358,0.10604071617126465,1.0
all,0.0100,bernoulli-active,359,0.1039731502532959,1.0
all,0.0100,bernoulli-active,360,0.15220379829406738,1.0
all,0.0100,bernoulli-active,361,0.16314804553985596,1.0
all,0.0100,bernoulli-active,362,0.1228330135345459,1.0
all,0.0100,bernoulli-active,363,0.09965205192565918,1.0
all,0.0100,bernoulli-active,364,0.11649429798126221,1.0
all,0.0100,bernoulli-active,365,0.09730410575866699,1.0
all,0.0100,bernoulli-active,366,0.11005055904388428,1.0
all,0.0100,bernoulli-active,367,0.12881457805633545,1.0
all,0.0100,bernoulli-active,368,0.11370885372161865,1.0
all,0.0100,bernoulli-active,369,0.11190104484558105,1.0
all,0.0100,bernoulli-active,370,0.22144484519958496,1.0
all,0.0100,bernoulli-active,371,0.12640833854675293,1.0
all,0.0100,bernoulli-active,372,0.11334145069122314,1.0
all,0.0100,bernoulli-active,373,0.17143774032592773,1.0
all,0.0100,bernoulli-active,374,0.17006993293762207,1.0
all,0.0100,bernoulli-active,375,0.14328372478485107,1.0
all,0.0100,bernoulli-active,376,0.15463972091674805,1.0
all,0.0100,bernoulli-active,377,0.1299915313720703,1.0
all,0.0100,bernoulli-active,378,0.11509311199188232,1.0
all,0.0100,bernoulli-active,379,0.1266874074935913,1.0
all,0.0100,bernoulli-active,380,0.12564373016357422,1.0
all,0.0100,bernoulli-active,381,0.15349698066711426,1.0
all,0.0100,bernoulli-active,382,0.14116263389587402,1.0
all,0.0100,bernoulli-active,383,0.13934767246246338,1.0
all,0.0100,bernoulli-active,384,0.14116060733795166,1.0
all,0.0100,bernoulli-active,385,0.14443671703338623,1.0
all,0.0100,bernoulli-active,386,0.0920097827911377,1.0
all,0.0100,bernoulli-active,387,0.13387811183929443,1.0
all,0.0100,bernoulli-active,388,0.17310070991516113,1.0
all,0.0100,bernoulli-active,389,0.11824643611907959,1.0
all,0.0100,bernoulli-active,390,0.10357630252838135,1.0
all,0.0100,bernoulli-active,391,0.13798153400421143,1.0
all,0.0100,bernoulli-active,392,0.10847091674804688,1.0
all,0.0100,bernoulli-active,393,0.15200376510620117,1.0
all,0.0100,bernoulli-active,394,0.14344048500061035,1.0
all,0.0100,bernoulli-active,395,0.1366865634918213,1.0
all,0.0100,bernoulli-active,396,0.11520683765411377,1.0
all,0.0100,bernoulli-active,397,0.10773229598999023,1.0
all,0.0100,bernoulli-active,398,0.10079622268676758,1.0
all,0.0100,bernoulli-active,399,0.16335415840148926,1.0
all,0.0100,bernoulli-active,400,0.11394977569580078,1.0
all,0.0100,bernoulli-active,401,0.1557624340057373,1.0
